Report generated on 01-01-2020,,,
Created by: user9284,,,
Company XYZ,,,
,,,
Date,Country,Units,Revenue
2019-09-15,Colombia,201,5461.95
2019-09-28,Brazil,164,1517.22
2019-09-07,Brazil,335,14541.1
2019-09-22,USA,379,31829.42
2019-09-17,Colombia,296,5840.4
2019-09-19,Panama,389,19829.62
2019-09-26,Canada,287,2584.04
2019-09-25,Panama,195,2205.59
2019-09-25,Brazil,227,10385.26
2019-09-29,Colombia,310,10525.55
2019-09-23,Brazil,24,567.48
2019-09-14,Panama,268,4610.39
2019-09-15,USA,268,4768.07
2019-09-25,Canada,115,5511
2019-09-28,Brazil,235,1887.87
2019-09-28,Brazil,11,14.78
2019-09-01,Brazil,316,5464.17
2019-09-25,Panama,69,567.57
2019-09-27,Panama,337,10724.41
2019-09-13,Canada,352,37.78
2019-09-13,USA,145,2516.93
2019-09-06,Colombia,297,13966.42
2019-09-02,Colombia,75,520.75
2019-09-01,Canada,276,1492.96
2019-09-01,USA,382,34221.4
2019-09-08,Colombia,11,96.65
2019-09-26,Panama,17,727.04
2019-09-07,Panama,306,6953.54
2019-09-01,Canada,238,5073.23
2019-09-19,Panama,361,639.42
2019-09-29,Colombia,135,7118.1
2019-09-17,Brazil,11,266.25
2019-09-01,USA,204,12778.01
2019-09-17,Canada,33,583.95
2019-09-30,Colombia,243,2849.61
2019-09-12,USA,276,8708.87
2019-09-30,Canada,104,4953.07
2019-09-14,Brazil,282,1054
2019-09-10,Brazil,293,9054.34
2019-09-16,Brazil,344,14170.97
2019-09-07,Canada,394,21487.31
2019-09-21,Canada,336,3836.64
2019-09-23,Colombia,243,604.32
2019-09-30,Canada,266,20640.39
2019-09-13,USA,317,10105.24
2019-09-24,USA,96,4177.35
2019-09-08,USA,40,1379.17
2019-09-16,Colombia,107,6060.31
2019-09-23,Canada,390,7695.81
2019-09-05,Colombia,226,7618.35
2019-09-24,Canada,11,263.17
2019-09-11,Canada,24,582.38
2019-09-30,Colombia,44,20.89
2019-09-18,Brazil,196,2834.51
2019-09-12,Canada,300,10989.58
2019-09-14,Brazil,59,2550.57
2019-09-20,USA,356,3593.12
2019-09-19,Panama,274,1804.29
2019-09-24,Panama,66,187.25
2019-09-19,Brazil,271,5896.01
2019-09-29,Panama,23,1033.96
2019-09-02,USA,398,26355.45
2019-09-18,Colombia,145,2474.13
2019-09-23,Canada,340,4249.95
2019-09-16,Colombia,212,8842.66
2019-09-22,USA,68,3338.97
2019-09-15,Panama,169,9594.19
2019-09-03,Brazil,84,909.77
2019-09-26,Brazil,156,5350.94
2019-09-09,Panama,252,17085.91
2019-09-04,Brazil,23,316.36
2019-09-30,Panama,382,14626.63
2019-09-12,Canada,16,502.82
2019-09-12,Canada,52,729.91
2019-09-23,Brazil,24,539.95
2019-09-26,Panama,150,1413.74
2019-09-23,Panama,399,16378.84
2019-09-20,Colombia,379,6444.79
2019-09-19,Brazil,85,4579.1
2019-09-04,Panama,288,125.95
2019-09-12,Colombia,244,2394.98
2019-09-23,USA,47,1039.97
2019-09-18,Brazil,300,7868.82
2019-09-16,Brazil,293,786.58
2019-09-01,Brazil,376,9112.28
2019-09-08,Canada,158,2370.12
2019-09-17,Panama,94,6487.92
2019-09-18,Canada,319,22936.63
2019-09-05,Colombia,36,1169.47
2019-09-04,Panama,48,2207.63
2019-09-24,Colombia,348,6422.23
2019-09-27,USA,359,21528.22
2019-09-03,USA,103,2491.34
2019-09-11,Brazil,376,18295.71
2019-09-13,Panama,391,9247.46
2019-09-27,Canada,316,9154.71
2019-09-25,USA,56,479.48
2019-09-21,USA,393,13085.86
2019-09-21,Brazil,324,6354.28
2019-09-08,Colombia,383,13011.57
2019-09-11,USA,276,782.44
2019-09-30,Panama,294,14152.93
2019-09-21,Brazil,218,6576.33
2019-09-16,Panama,303,1974.36
2019-09-22,Colombia,38,532.18
2019-09-18,Colombia,354,2282.21
2019-09-11,USA,41,601.08
2019-09-11,Brazil,163,12102.47
2019-09-04,Brazil,370,5178.14
2019-09-22,Colombia,198,2337.16
2019-09-19,USA,243,5916.91
2019-09-13,USA,175,9166.37
2019-09-28,Canada,136,3978.18
2019-09-09,Canada,75,103.96
2019-09-23,Brazil,173,9093.12
2019-09-28,Brazil,46,213.91
2019-09-07,USA,313,12861.9
2019-09-25,Canada,120,5260.99
2019-09-24,Colombia,194,569.2
2019-09-11,Canada,21,520.24
2019-09-24,USA,111,1263.33
2019-09-27,Brazil,230,18860.03
2019-09-26,USA,335,18862.25
2019-09-14,Panama,63,4078.54
2019-09-07,Canada,149,916.24
2019-09-05,Canada,162,8149.39
2019-09-27,Brazil,357,11470.95
2019-09-17,Panama,119,1166.77
2019-09-08,USA,283,4674.66
2019-09-15,Colombia,276,669.52
2019-09-07,USA,126,4713.55
2019-09-27,Brazil,140,6998.86
2019-09-27,USA,333,3246.01
2019-09-06,Panama,355,5901.34
2019-09-22,USA,255,21279.23
2019-09-16,Canada,245,6100.3
2019-09-27,Panama,18,1017.94
2019-09-19,USA,306,15972.53
2019-09-13,USA,239,9214.8
2019-09-25,Brazil,345,21004.69
2019-09-20,USA,318,11136.43
2019-09-15,Canada,355,13794.02
2019-09-21,Panama,344,15252.2
2019-09-30,Canada,119,5744.2
2019-09-11,USA,32,163.09
2019-09-20,Panama,372,22486.52
2019-09-06,USA,345,189.36
2019-09-10,Panama,26,538.33
2019-09-09,Colombia,19,1210.89
2019-09-24,USA,192,5008.87
2019-09-04,Panama,73,611.43
2019-09-15,Colombia,244,4993.58
2019-09-22,Panama,254,13211.78
2019-09-27,Panama,103,7503.62
2019-09-25,Colombia,103,2930.74
2019-09-01,Brazil,349,4266.71
2019-09-01,Brazil,140,1967.94
2019-09-01,USA,299,15952.75
2019-09-01,Canada,391,9173.4
2019-09-21,Colombia,178,3956.67
2019-09-06,USA,331,6891
2019-09-13,Canada,268,3575.57
2019-09-07,USA,51,317.14
2019-09-17,Canada,363,4294.17
2019-09-18,Panama,250,4934.97
2019-09-25,Colombia,387,3598.57
2019-09-13,Canada,71,1582.6
2019-09-02,Brazil,44,1209.31
2019-09-10,Colombia,389,13874.97
2019-09-26,Panama,321,5135.53
2019-09-03,Brazil,157,236.25
2019-09-14,USA,299,5771.8
2019-09-23,USA,390,23857.73
2019-09-15,Panama,166,783.07
2019-09-08,Canada,198,5590.52
2019-09-23,Colombia,201,10922.05
2019-09-05,Panama,229,5284.28
2019-09-18,Brazil,71,4462.85
2019-09-22,Brazil,302,21109.17
2019-09-18,Panama,19,47.88
2019-09-13,USA,383,12385.33
2019-09-25,Canada,159,4028.21
2019-09-17,Panama,300,12502.73
2019-09-08,USA,344,3284.1
2019-09-06,Canada,238,918.89
2019-09-18,Canada,104,592.26
2019-09-11,Canada,346,21367.16
2019-09-17,USA,211,3008.94
2019-09-03,Canada,58,1349.09
2019-09-09,USA,91,2391.61
2019-09-16,Brazil,70,1004.37
2019-09-21,Brazil,368,895.31
2019-09-19,Colombia,28,1454.33
2019-09-06,Colombia,200,808.06
2019-09-03,Colombia,325,8984.89
2019-09-20,USA,333,4813.8
2019-09-16,Brazil,243,5439.57
2019-09-06,USA,59,194.74
2019-09-06,USA,394,19142.94
2019-09-19,Colombia,97,5555.22
2019-09-20,Canada,199,6322.39
2019-09-29,Brazil,221,4394.82
2019-09-10,Colombia,53,312.5
2019-09-03,Colombia,158,2973.52
2019-09-14,Colombia,66,1622.91
2019-09-08,Brazil,139,4044.33
2019-09-22,Colombia,114,218.57
2019-09-14,Colombia,336,12257
2019-09-25,USA,302,6014.54
2019-09-15,Canada,40,638.3
2019-09-11,USA,389,23271.97
2019-09-21,USA,325,17468.2
2019-09-16,Colombia,317,3628.01
2019-09-08,Panama,243,7387.76
2019-09-07,Colombia,141,7690.7
2019-09-03,Panama,93,6568.01
2019-09-20,Canada,100,2133.38
2019-09-18,USA,48,2394.09
2019-09-17,Colombia,349,5595.48
2019-09-27,Colombia,73,6590.61
2019-09-13,USA,126,3251.99
2019-09-02,Colombia,316,3842.07
2019-09-06,Canada,78,499.27
2019-09-29,Canada,84,3090.23
2019-09-17,Canada,213,5583.48
2019-09-17,USA,79,1096.63
2019-09-12,Canada,122,7620.62
2019-09-11,Colombia,301,1377.14
2019-09-16,Panama,29,551.77
2019-09-26,USA,338,5426.7
2019-09-13,Brazil,69,1277.14
2019-09-16,USA,372,5897.54
2019-09-23,Panama,227,13797.46
2019-09-08,Brazil,335,15154.92
2019-09-17,Brazil,296,1915.4
2019-09-01,Canada,196,1997.74
2019-09-10,Canada,317,8110.75
2019-09-21,Brazil,240,7817.36
2019-09-24,USA,181,7151.83
2019-09-15,Canada,12,374.76
2019-09-05,Panama,383,7023.14
2019-09-04,Colombia,338,14460.39
2019-09-15,Canada,368,14703.65
2019-09-20,Brazil,330,373.49
2019-09-27,Colombia,15,142.59
2019-09-07,Brazil,379,7037.95
2019-09-19,Canada,59,1.76
2019-09-12,USA,110,3350.86
2019-09-22,Panama,21,571.54
2019-09-29,USA,332,14470.52
2019-09-25,Brazil,284,3200.58
2019-09-20,Brazil,290,2615.22
2019-09-02,Colombia,225,8944.5
2019-09-28,Colombia,135,1035.86
2019-09-07,Brazil,19,117.93
2019-09-06,Brazil,29,601.69
2019-09-23,Brazil,90,1506.84
2019-09-17,Panama,190,17225.3
2019-09-05,Canada,152,1847.32
2019-09-30,Brazil,66,1794.38
2019-09-19,USA,142,4076.32
2019-09-22,USA,354,16190.9
2019-09-03,Canada,58,3508.77
2019-09-23,Panama,329,235.61
2019-09-05,USA,349,3399.28
2019-09-01,Panama,299,6058.7
2019-09-17,Panama,153,1721.15
2019-09-14,Colombia,63,670.15
2019-09-24,USA,85,2644.73
2019-09-20,USA,55,1279.44
2019-09-12,USA,371,30251.79
2019-09-16,Panama,231,8709.73
2019-09-19,USA,391,20142.41
2019-09-08,Panama,386,10154.21
2019-09-30,Colombia,211,6974.16
2019-09-26,Colombia,136,7339.15
2019-09-02,USA,198,5836.99
2019-09-16,Brazil,233,1373.55
2019-09-05,Colombia,244,5870.23
2019-09-26,Brazil,239,9507.03
2019-09-27,USA,247,13282.89
2019-09-27,Brazil,69,2113.84
2019-09-14,USA,277,1247.02
2019-09-22,Colombia,366,6688.28
2019-09-28,USA,356,21457.06
2019-09-19,Brazil,350,2273.06
2019-09-01,USA,371,2031.36
2019-09-12,Brazil,288,14257.09
2019-09-03,USA,354,15619.58
2019-09-02,Brazil,363,33126.48
2019-09-24,Brazil,283,9341.94
2019-09-25,Brazil,74,1268.65
2019-09-02,Brazil,272,6190.47
2019-09-24,Canada,181,1192.82
2019-09-29,USA,251,1673.38
2019-09-24,USA,192,461.38
2019-09-14,USA,18,200.68
2019-09-23,Colombia,400,962.34
2019-09-08,Canada,346,3482.7
2019-09-12,Colombia,62,546.2
2019-09-07,Panama,374,11399.21
2019-09-16,Panama,98,2749.86
2019-09-25,Brazil,28,880.05
2019-09-21,Canada,142,8872.62
2019-09-14,Canada,399,8454.26
2019-09-22,USA,194,12028.46
2019-09-04,USA,397,33604.69
2019-09-28,Canada,144,9280.54
2019-09-26,Brazil,147,614.86
2019-09-16,Brazil,314,3594.93
2019-09-05,Panama,144,4165.46
2019-09-04,Colombia,362,1782.51
2019-09-08,Panama,163,4462.51
2019-09-03,Brazil,116,992.42
2019-09-14,Canada,338,7814.88
2019-09-21,Panama,302,12430.36
2019-09-17,Canada,123,1343.12
2019-09-02,Canada,184,8527.14
2019-09-05,Brazil,382,3209.85
2019-09-17,Canada,289,7210.11
2019-09-20,Brazil,16,1051.59
2019-09-16,Brazil,177,4153.04
2019-09-05,Brazil,44,2209.17
2019-09-26,USA,315,3122.44
2019-09-12,Brazil,278,10341.74
2019-09-02,Brazil,248,8541.03
2019-09-06,Colombia,230,2042.77
2019-09-02,USA,124,7391.61
2019-09-21,Panama,239,9570.68
2019-09-30,Colombia,34,835.02
2019-09-12,USA,281,8423.13
2019-09-16,Panama,354,11826.6
2019-09-12,Brazil,316,2818.59
2019-09-24,Panama,147,1467.24
2019-09-11,Colombia,208,15170.8
2019-09-16,Colombia,263,5627.68
2019-09-05,Panama,101,3396.89
2019-09-06,Panama,93,3520.21
2019-09-05,Panama,167,2983.85
2019-09-20,Canada,348,27068.6
2019-09-02,Canada,360,6109.04
2019-09-10,Colombia,222,1038.08
2019-09-17,USA,23,38.54
2019-09-27,Colombia,117,2038.27
2019-09-09,Canada,21,41.64
2019-09-28,Colombia,148,4378.45
2019-09-24,Panama,155,6398.34
2019-09-07,Canada,11,204.98
2019-09-02,Colombia,282,11642.08
2019-09-25,Brazil,195,2394.26
2019-09-21,Canada,269,14378.69
2019-09-15,Brazil,374,4549.44
2019-09-22,Panama,345,24482.33
2019-09-05,Canada,119,404.64
2019-09-23,Panama,88,1407.16
2019-09-26,Canada,184,3747.1
2019-09-25,Brazil,315,1945.02
2019-09-14,Canada,388,3824.88
2019-09-12,Brazil,363,1569.29
2019-09-09,Brazil,16,535.76
2019-09-08,Panama,109,1799.18
2019-09-15,Colombia,397,15838.05
2019-09-26,Panama,94,7264.26
2019-09-29,Brazil,318,9803.88
2019-09-15,Colombia,89,2486.12
2019-09-18,Panama,154,1930.47
2019-09-02,Colombia,162,2207.71
2019-09-10,Colombia,353,8199.51
2019-09-08,Canada,386,19945.85
2019-09-25,Colombia,265,7196.85
2019-09-07,Colombia,157,1611.19
2019-09-14,USA,185,4403.98
2019-09-23,Panama,293,8666.83
2019-09-25,Canada,244,10290.14
2019-09-07,Colombia,277,8168.1
2019-09-18,Colombia,34,388.4
2019-09-11,Panama,292,2725.78
2019-09-21,USA,141,8.94
2019-09-17,Panama,396,12759.15
2019-09-29,Canada,130,1462.17
2019-09-09,Panama,198,8735.71
2019-09-15,Brazil,363,9819.16
2019-09-02,USA,95,594.94
2019-09-13,Brazil,112,585.5
2019-09-08,Colombia,53,2228.66
2019-09-30,Brazil,128,6561.6
2019-09-02,USA,138,3451.64
2019-09-07,Colombia,121,2540.87
2019-09-18,Colombia,227,244.49
2019-09-28,Colombia,24,1192.02
2019-09-10,USA,150,3676.01
2019-09-27,Canada,96,1549.47
2019-09-15,USA,367,3316.11
2019-09-19,Brazil,107,2417.09
2019-09-22,Brazil,370,13287.3
2019-09-24,Brazil,223,5266.6
2019-09-25,Canada,291,2774.98
2019-09-02,Panama,19,587.01
2019-09-04,Brazil,269,6341.08
2019-09-18,Brazil,61,1220.7
2019-09-25,Brazil,350,6616.43
2019-09-02,USA,297,2368.87
2019-09-17,Brazil,164,8699.01
2019-09-21,Canada,100,4745.97
2019-09-21,Colombia,119,9005.13
2019-09-27,Brazil,42,88.23
2019-09-20,USA,398,4187.9
2019-09-18,Colombia,127,7322.93
2019-09-21,Panama,190,4413.95
2019-09-01,USA,78,2069.9
2019-09-04,USA,112,327.08
2019-09-02,Panama,99,2439.87
2019-09-06,Canada,340,20254.19
2019-09-27,Colombia,343,361.57
2019-09-23,Panama,198,7433.72
2019-09-05,Colombia,262,9090.91
2019-09-20,Brazil,305,13759.43
2019-09-21,Panama,339,4865.03
2019-09-22,USA,330,8374.26
2019-09-04,Colombia,100,2369.07
2019-09-16,Panama,227,3629.49
2019-09-04,Panama,362,4187.83
2019-09-06,Brazil,26,540.07
2019-09-07,Panama,371,3677.52
2019-09-30,Brazil,222,11009.19
2019-09-15,Canada,112,2636.04
2019-09-08,Brazil,65,191.7
2019-09-14,Panama,249,19903.6
2019-09-30,Colombia,325,1860.92
2019-09-19,Brazil,318,20945.85
2019-09-12,Brazil,354,19059.06
2019-09-16,Panama,152,3760.92
2019-09-10,USA,144,7894.48
2019-09-21,Panama,308,19855.03
2019-09-23,Panama,215,1098.42
2019-09-12,Colombia,319,5584.82
2019-09-13,Brazil,369,8609.6
2019-09-21,Colombia,246,2219.91
2019-09-20,Brazil,260,4272.49
2019-09-18,Brazil,366,3356.25
2019-09-02,USA,232,3277.54
2019-09-24,USA,204,10556.12
2019-09-27,Colombia,112,293.87
2019-09-05,USA,190,1241.9
2019-09-30,Canada,261,6097.96
2019-09-17,USA,288,7055.15
