Report generated on 01-01-2020,,,
Created by: user9284,,,
Company XYZ,,,
,,,
Date,Country,Units,Revenue
2019-01-06,Panama,226,2376.11
2019-01-19,Panama,113,554.27
2019-01-05,Brazil,217,10063.03
2019-01-09,Canada,207,14860
2019-01-16,Colombia,194,2414.9
2019-01-27,Brazil,199,7349.02
2019-01-11,Panama,190,7837.78
2019-01-02,Panama,332,2210.58
2019-01-06,Brazil,55,619.87
2019-01-05,Brazil,383,11854.56
2019-01-12,Brazil,258,12418.27
2019-01-31,USA,192,2221.15
2019-01-04,Colombia,251,16268.15
2019-01-06,Colombia,236,8619.95
2019-01-31,USA,196,4975.01
2019-01-10,Panama,56,830.9
2019-01-03,Brazil,120,680.82
2019-01-24,Canada,158,6457.92
2019-01-18,Brazil,399,18504.17
2019-01-07,Canada,18,666.47
2019-01-13,Brazil,73,1565.69
2019-01-04,Canada,15,309.81
2019-01-31,Colombia,150,8611.82
2019-01-12,Colombia,274,23957.53
2019-01-08,USA,396,5744.25
2019-01-21,USA,110,1340.29
2019-01-03,Colombia,10,729.39
2019-01-01,Colombia,252,2309.61
2019-01-25,Canada,351,34287.19
2019-01-16,Brazil,39,1969.46
2019-01-04,USA,330,10523.01
2019-01-01,Panama,310,5679.56
2019-01-09,USA,94,2218.79
2019-01-18,USA,55,4124.25
2019-01-21,Colombia,397,26631.22
2019-01-24,Panama,146,10130
2019-01-10,Brazil,218,8645.21
2019-01-28,Canada,338,5728.72
2019-01-03,Panama,83,2182.24
2019-01-06,Colombia,56,535.82
2019-01-22,Colombia,399,13430.62
2019-01-04,Colombia,350,6070.06
2019-01-09,Colombia,321,4052.41
2019-01-22,Brazil,243,8414.59
2019-01-30,Brazil,124,3730.43
2019-01-05,Brazil,343,18184.36
2019-01-23,Brazil,244,142.9
2019-01-05,Colombia,322,12890.28
2019-01-16,Canada,322,6263.05
2019-01-14,Canada,367,31226.52
2019-01-21,Brazil,73,489.07
2019-01-12,Colombia,176,12122.46
2019-01-09,Panama,237,11190.45
2019-01-09,Panama,327,674.73
2019-01-19,Canada,309,11628.73
2019-01-23,Panama,212,8763.35
2019-01-14,Brazil,89,2876.46
2019-01-02,Brazil,128,485.63
2019-01-21,Canada,118,2281.7
2019-01-03,USA,297,9544.35
2019-01-13,Colombia,395,9533.13
2019-01-18,Brazil,186,123.47
2019-01-22,Canada,239,755.94
2019-01-17,Brazil,300,15400.77
2019-01-28,Canada,371,5661.27
2019-01-03,Colombia,45,2346.82
2019-01-05,Colombia,392,19255.96
2019-01-29,Brazil,38,1732.86
2019-01-20,Brazil,28,304.11
2019-01-22,Panama,387,10165.37
2019-01-04,Colombia,117,4686.5
2019-01-15,Brazil,334,5471.35
2019-01-18,Brazil,345,5889.58
2019-01-21,Panama,195,4035.79
2019-01-13,Canada,241,9846.49
2019-01-12,Colombia,17,217.73
2019-01-14,Colombia,328,10576.82
2019-01-06,USA,127,1684.76
2019-01-12,Panama,52,374.11
2019-01-20,Colombia,10,457.62
2019-01-27,Canada,340,13684.36
2019-01-19,Brazil,318,11343.74
2019-01-26,Colombia,82,2997.26
2019-01-22,Brazil,347,2855.54
2019-01-17,Brazil,300,14911.08
2019-01-23,Panama,139,49.69
2019-01-03,Canada,263,10726.25
2019-01-25,USA,337,4352.75
2019-01-20,Colombia,197,3256.95
2019-01-14,Brazil,214,12188.36
2019-01-12,Colombia,102,6566.51
2019-01-26,Panama,77,5103.71
