Report generated on 01-01-2020,,,
Created by: user9284,,,
Company XYZ,,,
,,,
Date,Country,Units,Revenue
2019-10-03,USA,203,11835.02
2019-10-11,Canada,62,436.76
2019-10-25,Canada,166,4601.31
2019-10-25,USA,94,1991.38
2019-10-03,Panama,232,9725.1
2019-10-07,Brazil,58,3978.25
2019-10-18,Brazil,102,3065.88
2019-10-03,USA,181,1651.78
2019-10-11,Colombia,285,3514.7
2019-10-16,Colombia,249,10510.79
2019-10-07,Colombia,323,7672.26
2019-10-20,USA,135,4599.23
2019-10-20,Canada,389,12113.46
2019-10-30,Panama,208,12681.48
2019-10-15,Canada,66,352.52
2019-10-06,Brazil,107,7125.65
2019-10-15,USA,36,2209.49
2019-10-23,Colombia,17,31.46
2019-10-16,Brazil,31,668.85
2019-10-22,Panama,111,1607.66
2019-10-07,Canada,317,4795.43
2019-10-16,Panama,396,6493.36
2019-10-15,Brazil,172,7236.17
2019-10-08,USA,124,8505.09
2019-10-22,Canada,58,226.97
2019-10-16,Panama,384,25028.45
2019-10-02,USA,241,2834.87
2019-10-18,Colombia,66,2830.4
2019-10-30,Colombia,248,14706.54
2019-10-06,Colombia,329,2598.14
2019-10-16,Brazil,238,2131.86
2019-10-02,Brazil,77,3484.07
2019-10-05,Colombia,384,4498.08
2019-10-07,Panama,46,1356.95
2019-10-08,Brazil,203,5252.73
2019-10-19,Colombia,314,4745.38
2019-10-01,Colombia,365,1995.76
2019-10-01,USA,374,11518.1
2019-10-25,Colombia,283,2917.87
2019-10-21,Canada,35,398.67
2019-10-12,Brazil,247,9785.7
2019-10-25,Canada,95,4402.59
2019-10-16,Panama,302,9383
2019-10-06,USA,143,1253.68
2019-10-29,Panama,26,896.21
2019-10-03,Colombia,25,135.36
2019-10-11,Panama,208,950.5
2019-10-24,Panama,286,10465.31
2019-10-27,Brazil,44,1691.73
2019-10-23,Colombia,304,11866.56
2019-10-30,Brazil,306,13487.91
2019-10-12,Brazil,67,4314.49
2019-10-14,Colombia,325,7656.92
2019-10-12,USA,392,7129.88
2019-10-23,USA,181,11394.81
2019-10-07,Panama,393,23078.13
2019-10-26,Canada,100,8677.61
2019-10-26,Panama,329,5021.55
2019-10-01,USA,150,2435.33
2019-10-01,Brazil,15,1250.86
2019-10-29,Panama,200,9354.9
2019-10-19,Canada,128,1341.39
2019-10-01,Colombia,191,16191.4
2019-10-12,USA,158,396.34
2019-10-16,Brazil,21,851.37
2019-10-21,USA,107,926.23
2019-10-22,Canada,45,2042.64
2019-10-13,Panama,321,15368.25
2019-10-16,USA,314,24357.64
2019-10-19,Canada,87,1060.33
2019-10-06,Brazil,97,2013.74
2019-10-04,Canada,127,1336.44
2019-10-16,Panama,126,7981.23
2019-10-31,Brazil,178,624.77
2019-10-23,Canada,92,4332.45
2019-10-24,Brazil,112,9700.43
2019-10-16,USA,324,16047.09
2019-10-14,Panama,284,14538.82
2019-10-01,USA,179,482.47
2019-10-17,Canada,279,6782.65
2019-10-18,Colombia,198,5658.37
2019-10-15,Panama,14,188.26
2019-10-12,USA,263,3895.87
2019-10-17,Colombia,52,1823.25
2019-10-31,Panama,380,32313.76
2019-10-16,Brazil,50,3102.46
2019-10-20,Colombia,42,2491.33
2019-10-30,Canada,143,4008.61
2019-10-24,Colombia,46,3525.71
2019-10-12,Brazil,32,894.92
2019-10-30,Canada,341,13081.91
2019-10-06,Canada,166,12248.49
2019-10-04,Canada,339,10282.06
2019-10-05,Panama,184,7971.64
2019-10-05,USA,108,7396.87
2019-10-21,Panama,32,1816.58
2019-10-11,Panama,103,7778.89
2019-10-12,Canada,35,288.52
2019-10-30,Canada,41,767.6
2019-10-31,Canada,269,19347.83
2019-10-02,Canada,255,13153.98
2019-10-27,Canada,95,1260.05
2019-10-02,USA,100,1747.25
2019-10-13,Colombia,241,7254.9
2019-10-21,Panama,200,16699.76
2019-10-31,Canada,148,1039.68
2019-10-07,Brazil,352,23186.42
2019-10-15,Panama,132,1175.64
2019-10-05,USA,307,3745.18
2019-10-20,Panama,322,15225.71
2019-10-28,Canada,96,4397.43
2019-10-05,Colombia,172,4644.8
2019-10-07,Panama,283,16943.72
2019-10-02,Brazil,255,4085.14
2019-10-19,Panama,242,10803.3
2019-10-26,Colombia,284,9025.3
2019-10-28,Brazil,121,1234.24
2019-10-10,USA,316,8199.56
2019-10-12,Canada,369,9229.13
2019-10-24,Brazil,280,20219.84
2019-10-28,Canada,71,189.46
2019-10-31,Canada,165,4418.09
2019-10-28,Canada,36,1075.72
2019-10-11,USA,297,5446.81
2019-10-03,USA,11,439.13
2019-10-01,Canada,329,8615.8
2019-10-09,Brazil,93,2333.65
2019-10-15,Colombia,30,1057.92
2019-10-14,USA,52,2961.99
2019-10-02,USA,176,9586.06
2019-10-02,Brazil,17,83.51
2019-10-28,Panama,319,3175.59
2019-10-21,Colombia,119,4648.78
2019-10-02,Canada,390,672.26
2019-10-16,Brazil,228,256.49
2019-10-03,Panama,244,3792.97
2019-10-29,Brazil,156,500.25
2019-10-18,Brazil,111,1048.35
2019-10-02,Colombia,339,8622
2019-10-27,USA,138,6782.22
2019-10-24,Canada,184,4214.16
2019-10-06,USA,178,10108.64
2019-10-25,Canada,116,7866.14
2019-10-24,USA,37,653.68
2019-10-05,Canada,29,424.88
2019-10-28,Panama,332,4659.96
2019-10-16,Colombia,363,14625.51
2019-10-16,Colombia,240,5131.31
2019-10-08,Colombia,107,6101.78
2019-10-23,Panama,172,495.14
2019-10-10,Canada,310,15071.44
2019-10-02,Colombia,92,6065.92
2019-10-09,USA,13,401.43
2019-10-13,Brazil,159,7007.82
2019-10-12,USA,335,13365.82
2019-10-04,Panama,124,833.88
2019-10-25,Colombia,364,15790.52
2019-10-29,Canada,324,3546.86
2019-10-19,Colombia,26,1079.59
2019-10-16,USA,190,8718.09
2019-10-04,USA,199,933.76
2019-10-19,USA,114,3391.94
2019-10-28,Panama,362,1474.66
2019-10-18,Panama,40,2485.56
2019-10-20,Brazil,76,311.57
2019-10-30,Panama,247,8369.11
2019-10-08,Brazil,106,1717.51
2019-10-05,Canada,238,14887.7
2019-10-23,Panama,165,5075.75
2019-10-11,Panama,351,22704.81
2019-10-17,Canada,294,6425.52
2019-10-17,Brazil,256,2422.37
2019-10-30,Canada,272,7834.89
2019-10-09,USA,192,5474.81
2019-10-26,Canada,73,2424.8
2019-10-21,Panama,189,8273.39
2019-10-02,Brazil,149,7127.11
2019-10-14,Colombia,68,1361.63
2019-10-22,Canada,356,8330.84
2019-10-31,Colombia,382,123.01
2019-10-09,Colombia,293,20185.14
2019-10-23,Brazil,382,10256.41
2019-10-02,USA,130,10224.93
2019-10-16,USA,379,23323.74
2019-10-18,Colombia,48,623.06
2019-10-15,USA,362,19086.66
2019-10-15,Panama,260,20265.82
2019-10-02,USA,184,10741.15
2019-10-20,Panama,139,1418.28
2019-10-01,Colombia,228,5298.51
2019-10-29,Colombia,327,26218.1
2019-10-02,Colombia,59,647.6
2019-10-26,Panama,160,6731.71
2019-10-07,Canada,133,10859.94
2019-10-25,Colombia,133,3109.79
2019-10-19,Brazil,107,8339.48
2019-10-17,Colombia,286,686.29
2019-10-12,Colombia,161,8138.94
2019-10-13,Canada,275,1507.2
2019-10-13,Colombia,305,11555.94
2019-10-27,Panama,53,1621.53
2019-10-13,Brazil,148,1708.22
2019-10-18,USA,85,1996.8
2019-10-25,Canada,140,1893.11
2019-10-21,Brazil,269,1416.09
2019-10-22,Canada,76,4600.6
2019-10-31,Canada,394,14524.38
2019-10-07,Canada,229,8614.12
2019-10-05,Brazil,63,2627.4
2019-10-12,USA,194,1133.71
2019-10-01,Brazil,316,4369.06
2019-10-22,Colombia,116,4892.99
2019-10-29,Panama,361,4901.62
2019-10-20,Panama,266,5041.91
2019-10-10,Canada,370,2705.46
2019-10-27,Panama,25,731.11
2019-10-05,Panama,381,9299.12
2019-10-16,USA,31,976.88
2019-10-18,Colombia,53,3291.68
2019-10-15,Brazil,135,385.53
2019-10-06,Panama,288,1751.87
2019-10-03,Canada,333,5769.29
2019-10-22,Brazil,270,433.52
2019-10-02,Canada,386,12617.7
2019-10-13,Panama,36,2350.56
2019-10-25,Brazil,283,3868.39
2019-10-13,Panama,22,793.92
2019-10-21,Panama,209,616.98
2019-10-12,Colombia,52,2.94
2019-10-18,Colombia,218,4006.8
2019-10-19,Colombia,383,11498.45
2019-10-23,Panama,15,0.42
2019-10-14,Colombia,44,459.79
2019-10-26,Brazil,145,10426.47
2019-10-01,USA,42,2428.15
2019-10-08,Colombia,53,1404.85
2019-10-22,Brazil,258,2703.61
2019-10-14,Panama,89,3237.64
2019-10-10,Colombia,146,3288.44
2019-10-06,Colombia,166,1185.56
2019-10-29,Colombia,310,2246
2019-10-31,USA,112,4906.21
2019-10-02,Canada,207,4244.14
2019-10-14,Colombia,174,164.91
2019-10-05,Brazil,307,4862.83
2019-10-18,USA,119,2335.87
2019-10-01,USA,114,5960.99
2019-10-09,Colombia,29,946.02
2019-10-04,Panama,300,2247.96
2019-10-06,Canada,159,8976.56
2019-10-03,USA,107,4698.77
2019-10-27,Colombia,84,2027.33
2019-10-09,Brazil,64,442.46
2019-10-30,Canada,202,4769.92
2019-10-07,Brazil,218,17986.18
2019-10-17,Brazil,121,1037.52
2019-10-15,Colombia,143,3538.32
2019-10-20,Panama,272,7689.99
2019-10-17,Panama,357,7277.43
2019-10-25,Brazil,31,1343.13
2019-10-08,USA,386,6355.19
2019-10-28,USA,219,4000.5
2019-10-13,Brazil,33,285.44
2019-10-24,USA,224,662.84
2019-10-10,USA,360,152.39
2019-10-22,Panama,165,4648.84
2019-10-08,USA,304,7023.39
2019-10-02,Colombia,263,974.46
2019-10-14,Canada,206,5405.97
2019-10-28,USA,233,5366.37
2019-10-02,Canada,240,48.92
2019-10-08,USA,196,6550.75
2019-10-16,Brazil,16,598.16
2019-10-10,Panama,259,1772.95
2019-10-20,Brazil,362,7215.1
2019-10-27,Canada,271,9453.62
2019-10-01,Panama,73,585.01
2019-10-17,Canada,196,1453.6
2019-10-28,Panama,232,1503.09
2019-10-10,Panama,81,5781.56
2019-10-14,Canada,244,7787.81
2019-10-23,Canada,251,8381.35
2019-10-31,USA,171,5759.93
2019-10-20,Canada,199,14665.84
2019-10-29,Panama,386,18488.53
2019-10-08,Panama,372,28757.6
2019-10-01,Brazil,97,2036.38
2019-10-14,USA,160,3609.47
2019-10-29,Colombia,30,607.04
2019-10-16,Canada,294,9986.07
2019-10-20,Canada,81,697.2
2019-10-11,Panama,129,3737.88
2019-10-14,Brazil,36,822.19
2019-10-06,Canada,267,7799.49
2019-10-10,Colombia,24,624.52
2019-10-25,Canada,313,208.69
2019-10-28,Canada,360,532.95
2019-10-16,Panama,35,2461.94
2019-10-29,Panama,222,7591.54
2019-10-01,Panama,307,21163.23
2019-10-03,Brazil,229,11545.71
2019-10-02,Panama,306,9078.25
2019-10-24,Brazil,63,5078.27
2019-10-10,Colombia,103,51.7
2019-10-29,USA,254,3195.18
2019-10-13,Brazil,341,15485.39
2019-10-03,Canada,314,13478.37
2019-10-30,Brazil,121,4730.2
2019-10-21,Brazil,72,4599.05
2019-10-07,Brazil,21,176.49
2019-10-18,Panama,372,2855.05
2019-10-22,Colombia,139,2003.21
2019-10-22,Brazil,296,5592.8
2019-10-08,Colombia,39,835.93
2019-10-16,Colombia,35,2457.51
2019-10-12,Canada,236,6333.26
2019-10-09,Brazil,24,335.68
2019-10-11,Colombia,130,3706.44
2019-10-29,Brazil,128,6736.24
2019-10-29,Colombia,163,2461.77
2019-10-03,Colombia,228,10331.49
2019-10-14,Panama,47,3554.43
2019-10-17,Colombia,241,4867.05
2019-10-04,Brazil,239,8101.84
2019-10-26,Panama,312,1988.96
2019-10-03,Canada,152,4998.16
2019-10-19,Brazil,116,5880.62
2019-10-22,USA,124,2359.15
2019-10-13,Colombia,43,551.2
2019-10-19,USA,53,1541.89
2019-10-19,Colombia,10,212.63
2019-10-21,USA,219,3712.45
2019-10-12,Colombia,54,1228.98
2019-10-08,Colombia,212,7065.15
2019-10-05,Colombia,277,7999.66
2019-10-11,Canada,66,1353.02
2019-10-01,Panama,258,10069.37
2019-10-17,Brazil,301,3501.04
2019-10-05,Colombia,165,1745.17
2019-10-19,USA,261,8849.57
2019-10-18,Canada,49,2143.82
2019-10-16,Canada,333,3078.97
2019-10-02,USA,148,7596.36
2019-10-06,Brazil,346,6255.19
2019-10-16,Canada,392,22223.19
2019-10-10,USA,180,4371.46
2019-10-10,Brazil,181,3191.38
2019-10-27,USA,231,6403.7
2019-10-18,Colombia,77,853.01
2019-10-31,Colombia,352,2014.56
2019-10-20,Panama,255,2565.33
2019-10-07,Brazil,310,6462.43
2019-10-21,Canada,319,8697.81
2019-10-07,Colombia,47,489.44
2019-10-29,USA,254,2671.71
2019-10-14,Canada,207,1843.96
2019-10-07,Colombia,398,13397.57
2019-10-14,Canada,111,2158.56
2019-10-15,Canada,282,22746.49
2019-10-22,Canada,358,1837.96
2019-10-13,Colombia,127,1703.73
2019-10-26,Panama,64,1233.42
2019-10-21,Brazil,191,3819.74
2019-10-14,Panama,118,2877.37
2019-10-07,Canada,169,15876.54
2019-10-21,Brazil,80,4117.91
2019-10-11,Colombia,260,6428.62
2019-10-13,USA,257,8923.95
2019-10-23,Canada,111,1304.49
2019-10-13,Brazil,230,1666.93
2019-10-04,USA,13,141.56
2019-10-26,USA,328,5183.87
2019-10-14,Colombia,204,2486.29
2019-10-31,USA,69,5095.76
2019-10-14,USA,333,4213.2
2019-10-24,USA,199,6612.04
2019-10-03,Panama,253,7845.05
2019-10-28,Panama,319,13674.57
2019-10-13,USA,151,8815.55
2019-10-04,USA,288,3803.45
2019-10-11,Canada,216,11466.14
2019-10-28,Brazil,222,6694.73
2019-10-29,Panama,32,711.64
2019-10-12,Canada,44,1328.37
2019-10-10,Colombia,244,7972.39
2019-10-09,Brazil,285,1709.61
2019-10-09,USA,130,3018.1
2019-10-06,Colombia,213,5139.15
2019-10-11,Colombia,57,2743.04
2019-10-15,Colombia,94,785.16
2019-10-29,USA,367,8316.74
2019-10-15,Canada,293,3804.35
2019-10-26,Panama,126,5367.82
2019-10-24,Colombia,228,7109.04
2019-10-17,Brazil,38,2295.83
2019-10-05,USA,208,3464.24
2019-10-29,Brazil,161,996.98
2019-10-06,Brazil,79,850.21
2019-10-13,Colombia,56,859.23
2019-10-11,Brazil,143,882.47
2019-10-21,Panama,299,10430.83
2019-10-17,Panama,122,4488.56
2019-10-31,Panama,154,9583.54
2019-10-26,Brazil,85,4971.33
2019-10-21,USA,141,1132.11
2019-10-04,Canada,152,7815.84
2019-10-19,Panama,293,11404.71
2019-10-02,Brazil,356,100.6
2019-10-13,Panama,96,1222.51
2019-10-18,Canada,131,245.53
2019-10-25,Brazil,302,6846.5
2019-10-14,USA,77,3233.9
2019-10-21,USA,77,1861.36
2019-10-14,USA,387,22879.51
2019-10-07,Panama,184,950.86
2019-10-17,Panama,255,5989.54
2019-10-26,Colombia,236,5441.45
2019-10-16,Brazil,169,4778.97
2019-10-03,Brazil,128,5418.51
2019-10-02,Colombia,352,27768.45
2019-10-21,USA,153,6532.42
2019-10-28,Colombia,368,16130.93
2019-10-17,Panama,115,6697.42
2019-10-24,Panama,188,1399.21
2019-10-10,Canada,308,3186.75
2019-10-24,Colombia,135,2515.43
2019-10-03,Panama,205,6735.73
2019-10-22,Brazil,128,7056.62
2019-10-18,USA,131,3119.57
2019-10-30,Brazil,17,390.21
2019-10-26,Colombia,357,522.95
2019-10-04,Panama,194,8235.38
2019-10-31,Brazil,206,1924.05
2019-10-21,Canada,285,10563.64
2019-10-03,Brazil,223,2632.13
2019-10-26,Canada,230,4218.15
2019-10-29,Brazil,26,673.8
2019-10-16,USA,241,12912.85
2019-10-13,USA,274,10985.34
2019-10-17,Colombia,53,3699.75
2019-10-11,Canada,391,8521.52
2019-10-04,Colombia,39,1547.92
2019-10-19,Brazil,118,8414.72
2019-10-04,Canada,184,4582.94
2019-10-09,USA,59,349.14
2019-10-28,Panama,289,4067.67
2019-10-12,Panama,206,13101.14
2019-10-17,Panama,365,15411.98
2019-10-15,Colombia,323,20263.56
2019-10-29,Brazil,249,20974.54
2019-10-30,USA,336,4087.43
2019-10-31,Brazil,369,9012.09
2019-10-24,Canada,198,8949.53
2019-10-21,USA,383,26908.2
2019-10-21,Colombia,67,4787.22
2019-10-12,Colombia,363,10314.16
2019-10-30,Colombia,168,333.87
2019-10-26,Brazil,391,8584.88
2019-10-18,Panama,64,891.78
2019-10-10,Panama,73,378.55
2019-10-10,Brazil,101,1368.64
2019-10-15,Colombia,155,3296.41
2019-10-19,Panama,296,12672.92
2019-10-04,Panama,49,2164.85
2019-10-21,USA,207,4329.33
2019-10-03,Panama,331,14688.41
2019-10-26,USA,120,1528.27
2019-10-27,USA,78,4653.35
2019-10-12,USA,317,12174.35
2019-10-08,Canada,279,2499.85
2019-10-31,Panama,354,20745.3
2019-10-14,Canada,249,4870.7
2019-10-23,Colombia,174,5401.07
2019-10-05,Colombia,229,14528.09
2019-10-21,USA,364,4871.61
2019-10-26,Canada,275,15077.1
2019-10-17,Brazil,350,9108.96
