Report generated on 01-01-2020,,,
Created by: user9284,,,
Company XYZ,,,
,,,
Date,Country,Units,Revenue
2019-07-17,Panama,333,10280.75
2019-07-10,USA,105,281.11
2019-07-31,Canada,135,7740.17
2019-07-17,Panama,109,4501.18
2019-07-21,Colombia,347,11204.71
2019-07-07,Canada,240,4715.39
2019-07-25,Colombia,394,5371.87
2019-07-14,Panama,91,3182.61
2019-07-13,Brazil,228,4797.53
2019-07-01,Panama,259,2239.12
2019-07-09,USA,164,6298.01
2019-07-22,Brazil,171,2787.31
2019-07-29,Colombia,38,149.59
2019-07-28,Colombia,325,4052.77
2019-07-25,Panama,125,1012.57
2019-07-26,Colombia,61,1011.79
2019-07-19,Panama,28,1902.61
2019-07-26,Panama,106,2700.13
2019-07-17,Panama,140,7395.39
2019-07-20,USA,44,3034.07
2019-07-31,Brazil,362,7888.01
2019-07-10,USA,178,12122.19
2019-07-18,Colombia,258,19867.06
2019-07-04,Canada,387,17083.67
2019-07-12,Canada,61,2470.41
2019-07-12,Brazil,387,9999.96
2019-07-22,Brazil,362,14385.03
2019-07-06,Colombia,278,11771.57
2019-07-13,Panama,216,549.32
2019-07-02,Colombia,99,1818.57
2019-07-26,Brazil,226,1667.28
2019-07-13,Canada,192,944.3
2019-07-13,Canada,164,3359.82
2019-07-10,Canada,219,630.51
2019-07-09,Brazil,34,114.64
2019-07-02,USA,160,4037.16
2019-07-07,USA,311,10345.37
2019-07-20,Panama,81,2064.23
2019-07-08,Panama,135,8328.14
2019-07-11,Canada,228,17234.47
2019-07-06,Colombia,312,10307.54
2019-07-10,Colombia,346,1206.16
2019-07-19,Brazil,54,1588.41
2019-07-11,Brazil,149,6044.85
2019-07-25,Panama,103,690.97
2019-07-31,Brazil,120,1397.91
2019-07-21,Canada,236,5300.53
2019-07-28,Colombia,172,1368.44
2019-07-11,Panama,209,4785.22
2019-07-18,Brazil,324,3966
2019-07-16,Brazil,68,4038.26
2019-07-29,Colombia,301,10510.02
2019-07-02,Panama,338,7829.54
2019-07-28,Brazil,320,3739.63
2019-07-02,Canada,357,14575.95
2019-07-07,Canada,151,9844
2019-07-07,Brazil,35,103.28
2019-07-01,Brazil,58,810.24
2019-07-24,Canada,47,1040.67
2019-07-08,Brazil,225,5745.23
2019-07-31,Brazil,372,354.22
2019-07-16,USA,206,7114.77
2019-07-14,Colombia,201,3379.71
2019-07-31,Canada,148,2281.33
2019-07-09,Brazil,55,288.18
2019-07-10,Panama,89,325.8
2019-07-25,USA,298,16674.1
2019-07-17,Colombia,336,5639.09
2019-07-25,Brazil,52,924.47
2019-07-21,Panama,52,1987.95
2019-07-01,Colombia,289,14994.71
2019-07-28,Colombia,362,15189.66
2019-07-03,Colombia,107,7000.31
2019-07-25,USA,374,4523.09
2019-07-06,Canada,394,10837.93
2019-07-20,Colombia,276,11978.9
2019-07-31,Brazil,196,3609.05
2019-07-13,Colombia,390,6963.1
2019-07-19,Panama,150,12094.49
2019-07-06,Colombia,389,15179.52
2019-07-23,Brazil,198,2704.1
2019-07-01,Brazil,114,550.31
2019-07-21,Canada,323,11316.61
2019-07-14,USA,55,937.66
2019-07-28,Brazil,132,1157.4
2019-07-19,Brazil,165,4405.31
2019-07-25,Brazil,390,24052.82
2019-07-11,USA,193,7700.78
2019-07-12,Brazil,302,5917.33
2019-07-11,USA,273,5221.03
2019-07-07,Canada,277,14661.07
2019-07-28,Colombia,341,1969.92
2019-07-28,Brazil,386,13514.27
2019-07-08,Canada,117,3559.25
2019-07-30,Colombia,166,4844.51
2019-07-05,Brazil,126,3047.14
2019-07-30,Panama,158,4220.51
2019-07-23,Canada,100,2815.08
2019-07-27,Colombia,191,7111.2
2019-07-16,Canada,201,7727.25
2019-07-05,Panama,315,8882.22
2019-07-06,Panama,54,619.24
2019-07-30,Colombia,244,4143.01
2019-07-22,USA,141,2784.49
2019-07-10,USA,169,1114.94
2019-07-09,Brazil,242,3513.58
2019-07-18,Canada,326,13797.98
2019-07-05,Canada,290,12318.37
2019-07-16,Panama,16,801.06
2019-07-29,Canada,190,13033.36
2019-07-18,Brazil,367,30700.8
2019-07-28,USA,179,5791.53
2019-07-16,Brazil,221,12412.74
2019-07-24,Brazil,31,609.09
2019-07-24,USA,248,3499.28
2019-07-31,Canada,177,13271.37
2019-07-13,USA,11,1000.3
2019-07-26,Colombia,352,10138.63
2019-07-31,Brazil,341,15552.88
2019-07-31,Panama,149,5909.81
2019-07-15,Brazil,215,1319.57
2019-07-24,Panama,69,1630.19
2019-07-14,Panama,122,8328.26
2019-07-01,USA,113,498.32
2019-07-16,Canada,296,26898.61
2019-07-13,Colombia,252,17091.68
2019-07-02,USA,343,15757.2
2019-07-25,USA,120,1680.68
2019-07-26,Canada,44,937.84
2019-07-31,Canada,14,337.52
2019-07-06,Brazil,205,3091.08
2019-07-10,Colombia,334,6442.74
2019-07-20,Panama,111,4475.13
2019-07-13,Panama,69,376.4
2019-07-02,Canada,161,2684.24
2019-07-31,Colombia,78,3887.48
2019-07-28,Canada,305,1172.56
2019-07-27,USA,124,280.47
2019-07-14,Brazil,11,27.33
2019-07-10,Brazil,56,938.06
2019-07-06,Colombia,228,3440.74
2019-07-18,Canada,371,20266.02
2019-07-05,Brazil,15,825.29
2019-07-30,Canada,177,9473.18
2019-07-31,USA,26,188.76
2019-07-16,Canada,110,6498.1
2019-07-25,Brazil,189,3517.68
2019-07-18,Brazil,365,6053.35
2019-07-13,Canada,311,2730.73
2019-07-08,USA,107,1675.5
2019-07-08,Canada,29,690.96
2019-07-11,Canada,120,7696.94
2019-07-07,Canada,207,2978.41
2019-07-18,Panama,306,17420.1
2019-07-08,Canada,305,6590.99
2019-07-29,Panama,330,6815.27
2019-07-16,Brazil,100,3016
2019-07-25,Canada,286,3191.28
2019-07-11,Colombia,288,5310.55
2019-07-01,Colombia,72,226.14
2019-07-11,USA,48,609.46
2019-07-26,Canada,27,148.22
2019-07-02,Canada,190,2036.9
2019-07-31,Panama,202,3459.11
2019-07-01,Colombia,157,120.98
2019-07-31,Colombia,338,4587.54
2019-07-10,USA,16,1136.11
2019-07-17,Panama,27,1088.74
2019-07-08,Canada,215,5233.04
2019-07-12,Canada,294,3928.09
2019-07-12,USA,263,6963.23
2019-07-07,Panama,306,1189.98
2019-07-31,Panama,176,7723.12
2019-07-20,USA,175,2905.85
2019-07-14,Panama,47,1000.55
2019-07-19,Panama,33,823.78
2019-07-31,Canada,84,5842.31
2019-07-04,Colombia,30,1267.89
2019-07-13,USA,247,896.8
2019-07-28,Canada,233,1022.46
2019-07-25,Canada,75,1005.76
2019-07-27,Panama,184,2583.8
2019-07-20,Panama,62,2689.65
2019-07-23,USA,105,5162.41
2019-07-28,Colombia,362,22934.11
2019-07-25,Canada,141,428.61
2019-07-15,USA,174,2676.1
2019-07-01,Brazil,251,7867.7
2019-07-17,Canada,51,213.35
2019-07-02,USA,79,1632.16
2019-07-03,Colombia,195,8168.72
2019-07-12,Canada,212,2944.74
2019-07-25,Panama,195,12816.84
2019-07-07,Panama,339,30578.4
2019-07-20,Brazil,12,75.29
2019-07-11,USA,256,7246.63
2019-07-27,Colombia,398,7411.69
2019-07-15,USA,126,1032.21
2019-07-15,Canada,126,11124.57
2019-07-27,Panama,234,6989.95
2019-07-11,Brazil,100,1417.21
2019-07-15,Brazil,174,2150.37
2019-07-24,Panama,192,8800.98
2019-07-23,Canada,381,23211.71
2019-07-08,Colombia,10,227.03
2019-07-22,Panama,191,8505.94
2019-07-20,Panama,94,151.58
2019-07-01,Canada,180,5384.37
2019-07-15,Colombia,144,6100.73
2019-07-28,Panama,34,1342.25
2019-07-14,Colombia,86,1769.09
2019-07-27,USA,217,2180.87
2019-07-26,USA,305,4414.95
2019-07-12,Canada,370,13452.23
2019-07-07,Brazil,331,6223.02
2019-07-04,Canada,306,9383.17
2019-07-15,Canada,126,4042.3
2019-07-22,Canada,111,800.48
2019-07-15,Canada,253,9678.75
2019-07-15,Panama,130,537.32
2019-07-05,Panama,377,22210.36
2019-07-28,Brazil,89,2655.15
2019-07-10,Brazil,156,236.06
2019-07-02,USA,166,6462.24
2019-07-31,Canada,371,14409.37
2019-07-06,Canada,203,7325.74
2019-07-08,Brazil,244,10193.21
2019-07-24,USA,134,7673.18
2019-07-31,Brazil,63,3894.11
2019-07-06,Brazil,38,1245.67
2019-07-31,USA,166,2214.29
2019-07-21,Brazil,45,2600.8
2019-07-15,Panama,317,12172.17
2019-07-27,Panama,125,2912.59
2019-07-27,Canada,283,10155.67
2019-07-17,Brazil,326,8827.64
2019-07-16,Panama,86,491.22
2019-07-15,Canada,252,4911.05
2019-07-12,Colombia,263,14339.41
2019-07-18,Canada,86,6276.95
2019-07-28,Colombia,332,815.35
2019-07-12,Colombia,162,2597.76
2019-07-13,Canada,309,2769.07
2019-07-07,Brazil,295,5677.86
2019-07-24,Brazil,49,1897.51
2019-07-29,Canada,340,10227.18
2019-07-06,Colombia,317,14837.92
2019-07-08,Colombia,32,2619.19
2019-07-02,Colombia,217,5094.68
2019-07-17,Colombia,63,2792.16
2019-07-25,Canada,64,1695.59
2019-07-07,USA,201,930.97
2019-07-21,USA,310,9259.67
2019-07-29,Panama,305,1808.94
2019-07-14,Colombia,90,2681.46
2019-07-27,Brazil,248,16350.49
2019-07-06,Panama,18,240.09
2019-07-21,Canada,110,1885.33
2019-07-15,Panama,267,153.71
2019-07-28,Brazil,169,10391.99
2019-07-25,Brazil,362,21648.23
2019-07-11,Colombia,14,568.45
2019-07-11,Canada,270,1610.41
2019-07-08,Panama,400,27992.47
2019-07-13,USA,215,10030.41
2019-07-09,USA,388,9574.89
2019-07-16,Panama,47,85.78
2019-07-03,Brazil,135,1372.33
2019-07-27,USA,238,4365.5
2019-07-28,USA,337,17885.3
2019-07-12,Brazil,312,12300.03
2019-07-12,Panama,347,2194.44
2019-07-20,Colombia,362,4533.8
2019-07-22,Brazil,141,6477.74
2019-07-02,Colombia,387,1442.9
2019-07-26,Colombia,372,27085.14
2019-07-04,Brazil,251,8229.72
2019-07-15,USA,140,2570.34
2019-07-15,USA,130,3201.01
2019-07-18,Brazil,90,1363.03
2019-07-08,Brazil,215,11270.61
2019-07-23,Colombia,303,18184.69
2019-07-28,Brazil,387,26765.44
2019-07-06,Colombia,169,3854.32
2019-07-09,Colombia,211,598.37
2019-07-01,Panama,61,423.3
2019-07-19,Panama,55,196.81
2019-07-24,Brazil,339,8367.91
2019-07-06,USA,73,395.25
2019-07-11,Brazil,70,5060.59
2019-07-27,USA,254,121.01
2019-07-05,Brazil,121,1148.43
2019-07-17,Brazil,281,2729.94
2019-07-19,Panama,218,4083.93
2019-07-21,Colombia,48,2200.43
2019-07-27,USA,229,7439.32
2019-07-12,Canada,126,699.62
2019-07-13,USA,279,704.67
2019-07-01,Panama,328,23016.78
2019-07-06,Canada,364,18983.54
2019-07-07,USA,219,4855.53
2019-07-20,Canada,74,1940.55
2019-07-03,Colombia,340,11273.14
2019-07-06,Panama,111,2433.15
2019-07-07,USA,230,3820.72
2019-07-31,Brazil,391,4344.08
2019-07-24,USA,18,279.54
2019-07-18,Colombia,149,4119.13
2019-07-10,Colombia,345,15147.84
2019-07-16,Panama,326,12449.5
2019-07-08,Colombia,94,1621.06
2019-07-16,Brazil,347,16303.08
2019-07-08,Brazil,73,1827.45
2019-07-04,Canada,259,1868.02
2019-07-21,Panama,14,74.01
2019-07-12,Panama,229,8084.47
2019-07-20,Canada,231,1634.99
2019-07-23,USA,35,607.32
2019-07-10,Panama,265,12518.38
2019-07-26,USA,271,10790.35
2019-07-18,Brazil,346,4187.61
2019-07-03,Canada,98,2851.12
2019-07-16,Colombia,217,1502.05
2019-07-31,USA,267,22294.12
2019-07-22,Panama,26,820.41
2019-07-14,Panama,217,9337.6
2019-07-01,Brazil,337,17804.49
2019-07-29,Colombia,394,5871.81
2019-07-16,Brazil,313,10816.37
2019-07-26,USA,372,16575.95
2019-07-12,Colombia,70,2143.78
2019-07-07,USA,208,888.38
2019-07-02,Panama,164,10131.63
2019-07-09,Panama,372,8349.47
2019-07-16,Panama,100,910.13
2019-07-04,Panama,288,7877.18
2019-07-21,Panama,394,8987.5
2019-07-01,USA,53,2589.96
2019-07-16,Colombia,107,990
2019-07-24,Panama,230,14485.5
2019-07-15,Canada,34,616
2019-07-29,Colombia,344,21135.52
2019-07-08,USA,321,5266.14
2019-07-17,Panama,152,8513.4
2019-07-09,Brazil,28,937.29
2019-07-31,Brazil,318,11468.78
2019-07-12,Panama,100,2652.66
2019-07-26,USA,139,1455.51
2019-07-20,USA,28,516.51
2019-07-03,Canada,138,1856.95
2019-07-27,Brazil,88,3173.67
2019-07-01,Panama,195,1515.26
2019-07-11,Canada,251,1637.5
2019-07-30,Panama,184,3116.2
2019-07-10,Canada,159,5754.54
2019-07-18,Canada,106,1632.52
2019-07-24,Colombia,337,10501.82
2019-07-08,Panama,377,23375.37
2019-07-24,Panama,154,144.47
2019-07-28,Colombia,217,5066.8
2019-07-04,Canada,80,3056.05
2019-07-10,Brazil,297,9454.03
2019-07-12,Panama,298,15642.61
2019-07-11,Canada,85,5390.11
2019-07-13,Panama,162,9059.4
2019-07-10,Canada,298,1565.42
2019-07-04,Canada,225,1345.79
2019-07-11,USA,178,860.87
2019-07-26,Brazil,96,2816.86
2019-07-06,USA,153,3560.92
2019-07-05,Brazil,190,4372.5
2019-07-28,Colombia,370,2640.1
2019-07-10,Colombia,179,2290.11
2019-07-10,Brazil,220,17298.14
2019-07-02,Colombia,287,6079.91
2019-07-25,Brazil,301,11159.42
2019-07-21,Brazil,195,9820.11
2019-07-03,Panama,184,6427.6
2019-07-19,Canada,367,691.74
2019-07-22,Colombia,209,1616.93
2019-07-22,Canada,211,3122.37
2019-07-10,Canada,278,9215.63
2019-07-15,Canada,132,2719.03
2019-07-23,Canada,72,1125.33
2019-07-15,Panama,336,10331.95
2019-07-03,Panama,13,588.94
2019-07-14,Colombia,76,2187.6
2019-07-02,Panama,227,907
2019-07-23,Panama,243,3922.57
2019-07-10,Brazil,168,7036.69
2019-07-07,Panama,264,5408.05
2019-07-18,Canada,143,2095.83
2019-07-21,Colombia,151,4544.75
2019-07-01,USA,59,3519.6
2019-07-08,Panama,233,9294.59
2019-07-05,Brazil,195,3952.35
2019-07-09,Canada,142,1341.77
2019-07-28,Panama,13,467.88
2019-07-11,Colombia,348,29400.65
2019-07-09,Canada,229,4333.66
2019-07-20,Brazil,357,24461.27
2019-07-01,Canada,349,766.6
2019-07-02,USA,65,2691.73
2019-07-14,Colombia,285,7235.42
2019-07-27,Brazil,169,3941.79
2019-07-06,Canada,38,144.32
2019-07-17,Colombia,154,2293.88
2019-07-09,Canada,391,7103.98
2019-07-22,Colombia,25,1484.17
2019-07-09,Canada,267,12671.61
2019-07-02,Panama,39,1981.62
2019-07-18,Colombia,175,3443.75
2019-07-05,Colombia,186,2312.12
2019-07-16,Panama,323,23173.43
2019-07-11,Brazil,391,9557.11
2019-07-18,USA,70,2218.86
2019-07-14,USA,60,5531.3
2019-07-19,Brazil,326,16731.91
2019-07-30,Panama,68,980.79
2019-07-11,Colombia,189,5270.9
2019-07-11,Panama,53,721.69
2019-07-30,Colombia,217,4792.93
2019-07-01,Colombia,130,2150.54
2019-07-17,Panama,205,4120.34
2019-07-01,Canada,254,9423.76
2019-07-14,USA,180,3653.06
2019-07-12,Colombia,388,9689.4
2019-07-21,Panama,161,865.66
2019-07-17,USA,97,210.44
2019-07-09,USA,187,1507.22
2019-07-09,USA,84,4544.99
2019-07-08,Colombia,388,400.71
2019-07-22,Canada,328,3183.52
2019-07-01,Brazil,198,162.27
2019-07-04,Colombia,319,4497.58
2019-07-21,USA,11,469.05
2019-07-05,Brazil,88,6388.67
2019-07-11,Panama,162,1388.84
2019-07-08,Brazil,250,5656.02
2019-07-20,Colombia,64,3977.81
2019-07-24,Colombia,128,10170.43
2019-07-13,Canada,34,1187.39
2019-07-17,USA,97,8476.27
2019-07-29,Colombia,358,13182.93
2019-07-01,Colombia,62,415.78
2019-07-25,Canada,194,10612.93
2019-07-05,Colombia,228,8947.74
2019-07-28,Brazil,160,4014.94
2019-07-15,Panama,341,6939.54
2019-07-04,Colombia,110,6415.07
2019-07-06,USA,309,14498.34
2019-07-07,Colombia,395,12791.78
2019-07-28,USA,379,6273.78
2019-07-29,USA,171,6713.79
2019-07-12,Canada,155,11356.2
2019-07-02,Brazil,10,731.65
2019-07-17,USA,288,3327.1
2019-07-01,Colombia,149,1050.49
2019-07-19,Brazil,329,5374.26
2019-07-20,Brazil,222,6303.94
2019-07-03,Canada,210,5375.62
2019-07-01,Canada,373,8451.51
2019-07-30,Brazil,93,404.12
2019-07-04,USA,128,6943.97
2019-07-03,Colombia,270,9059.26
2019-07-14,Canada,181,2264.07
2019-07-08,Panama,274,5298.7
2019-07-01,Panama,158,4090.48
2019-07-01,Colombia,60,1475.37
2019-07-18,USA,300,9989.55
2019-07-30,Canada,143,2261.12
2019-07-26,Colombia,160,5733.05
2019-07-06,Panama,73,3345.49
2019-07-18,USA,92,1176
2019-07-16,Colombia,202,1846.95
2019-07-12,Colombia,290,1875.53
2019-07-11,Canada,363,20461.25
2019-07-31,Brazil,218,18105.56
