Report generated on 01-01-2020,,,
Created by: user9284,,,
Company XYZ,,,
,,,
Date,Country,Units,Revenue
2019-08-24,Canada,206,1986.87
2019-08-01,Canada,354,24852.55
2019-08-23,Colombia,268,2007.87
2019-08-26,Panama,96,3538.18
2019-08-02,Brazil,148,1242.29
2019-08-20,Canada,287,239.37
2019-08-11,Colombia,60,4608.72
2019-08-28,Brazil,237,5010.85
2019-08-10,Canada,81,1166.87
2019-08-13,Brazil,289,13562.03
2019-08-09,Panama,344,7280.06
2019-08-23,Colombia,392,23583.16
2019-08-21,Colombia,152,1270.37
2019-08-25,Colombia,67,389.09
2019-08-01,Panama,18,401.48
2019-08-31,Colombia,198,5103.05
2019-08-21,Brazil,301,11359.82
2019-08-05,USA,146,5000.57
2019-08-22,USA,53,585.57
2019-08-30,Canada,235,2641.69
2019-08-20,Canada,95,6679.6
2019-08-01,Colombia,383,4815.4
2019-08-10,Colombia,320,15293.75
2019-08-17,Brazil,173,4204.31
2019-08-29,USA,257,17092.06
2019-08-21,Panama,118,4603.28
2019-08-07,Panama,144,3685.77
2019-08-19,Colombia,196,311.68
2019-08-04,USA,282,3770.43
2019-08-01,Panama,92,203.63
2019-08-27,Colombia,230,12535.12
2019-08-02,Brazil,53,126.58
2019-08-20,Brazil,188,12074.69
2019-08-12,Panama,27,795.16
2019-08-08,Colombia,124,7465.01
2019-08-24,USA,193,7543.41
2019-08-27,Brazil,147,5842.25
2019-08-09,Canada,105,9767.25
2019-08-07,USA,33,152.96
2019-08-04,Colombia,228,15902.83
2019-08-27,Canada,75,56.02
2019-08-04,Canada,372,7661.23
2019-08-10,Canada,393,26843.24
2019-08-13,Brazil,231,21511.18
2019-08-28,Panama,96,199.59
2019-08-12,Brazil,287,7290.39
2019-08-04,Panama,60,578.85
2019-08-10,Panama,393,9143.88
2019-08-29,Colombia,246,7142.98
2019-08-04,Brazil,105,2645.27
2019-08-11,USA,379,1194.91
2019-08-18,USA,176,1717.7
2019-08-09,Brazil,250,8055.15
2019-08-11,Brazil,243,2326.76
2019-08-25,Canada,311,6475.03
2019-08-08,Panama,45,524.45
2019-08-09,Canada,46,1014.23
2019-08-04,Panama,19,169.55
2019-08-23,Brazil,337,11291.29
2019-08-02,Canada,71,1047.29
2019-08-06,Canada,117,135.23
2019-08-12,Canada,103,446.96
2019-08-17,USA,388,7640.1
2019-08-09,Brazil,105,2757.43
2019-08-19,USA,282,20309.61
2019-08-11,Colombia,340,3073.12
2019-08-21,Brazil,330,1305.66
2019-08-13,Canada,289,2804.84
2019-08-17,Brazil,287,643.74
2019-08-05,Canada,195,4113.57
2019-08-06,Canada,57,116.75
2019-08-17,Colombia,206,4995.64
2019-08-23,USA,214,7859
2019-08-11,Brazil,195,16015.34
2019-08-31,Brazil,75,1971
2019-08-22,USA,56,3604.78
2019-08-13,Colombia,241,1405.33
2019-08-03,Canada,282,25348.75
2019-08-03,Brazil,353,5935.88
2019-08-27,USA,239,12490.61
2019-08-18,Panama,146,3646.68
2019-08-14,Canada,192,17818.4
2019-08-21,Colombia,362,7809.46
2019-08-10,Panama,268,4867.03
2019-08-27,Brazil,310,4046.85
2019-08-03,USA,385,4424.42
2019-08-06,Canada,314,1075.69
2019-08-02,Panama,306,3202.11
2019-08-16,Canada,394,11231.74
2019-08-21,Brazil,354,7839.14
2019-08-14,USA,389,23877.75
2019-08-22,Canada,129,9315.37
2019-08-04,Panama,147,3475.11
2019-08-17,Panama,158,3686.9
2019-08-16,Panama,367,8120.87
2019-08-04,Panama,242,14943.45
2019-08-16,Colombia,394,14509.83
2019-08-06,USA,92,8240.35
2019-08-18,Colombia,48,584.24
2019-08-03,Panama,99,710.09
2019-08-05,Colombia,191,4050.35
2019-08-27,Brazil,172,2585.27
2019-08-15,USA,295,5845.4
2019-08-30,Brazil,119,235.63
2019-08-17,Canada,265,1536.41
2019-08-28,Brazil,332,4365.43
2019-08-24,Colombia,136,2330.32
2019-08-15,Panama,296,6165.58
2019-08-08,USA,58,1106.57
2019-08-20,Canada,153,2906.59
2019-08-31,USA,152,13414.61
2019-08-01,USA,10,72.12
2019-08-05,Panama,103,2495.22
2019-08-26,Colombia,396,12049.03
2019-08-06,Brazil,305,8715.95
2019-08-13,Brazil,41,545.97
2019-08-26,Canada,106,1751.31
2019-08-22,USA,391,4450.66
2019-08-16,Canada,113,303.11
2019-08-13,Brazil,266,20705.37
2019-08-04,USA,333,10668.23
2019-08-09,Panama,359,12897.22
2019-08-17,Canada,235,4636.29
2019-08-15,USA,32,228.71
2019-08-01,Panama,258,4550.25
2019-08-31,USA,118,8733.78
2019-08-19,Brazil,149,4291.43
2019-08-05,Brazil,358,10916.26
2019-08-16,Colombia,324,27295.08
2019-08-31,USA,96,1265.53
2019-08-24,USA,150,116.96
2019-08-21,Canada,284,7723.88
2019-08-23,USA,35,212.48
2019-08-25,Canada,315,6716.05
2019-08-18,Panama,162,4641.13
2019-08-04,Panama,308,10599.23
2019-08-12,Panama,92,3652.53
2019-08-19,Brazil,139,4897.36
2019-08-01,Panama,247,1763.61
2019-08-02,Panama,198,6322.78
2019-08-03,Canada,234,10908.77
2019-08-13,Colombia,324,11645.98
2019-08-18,Brazil,56,1619.11
2019-08-03,Colombia,283,9174.32
2019-08-10,USA,392,15149.82
2019-08-21,USA,354,2738.61
2019-08-04,Colombia,281,7099.62
2019-08-02,Colombia,284,5934.32
2019-08-23,Brazil,189,11425.64
2019-08-20,Canada,350,7078.48
2019-08-13,Colombia,48,1330.34
2019-08-05,Panama,264,17305.05
2019-08-02,Brazil,272,19239.29
2019-08-13,Colombia,387,13986.33
2019-08-02,Canada,132,557.76
2019-08-28,Brazil,308,2697.73
2019-08-16,Brazil,86,2060.93
2019-08-18,Panama,297,20160.05
2019-08-31,Brazil,287,2831.46
2019-08-20,Canada,54,890.25
2019-08-20,USA,397,12393.6
2019-08-03,Canada,175,2419.8
2019-08-15,Colombia,30,628.64
2019-08-17,Panama,363,2782.25
2019-08-15,Canada,193,3894.79
2019-08-23,Colombia,304,14834.51
2019-08-03,USA,58,4861.46
2019-08-06,Canada,171,11817.3
2019-08-08,Panama,57,244.33
2019-08-14,Canada,399,15299.62
2019-08-03,Canada,131,5889.28
2019-08-27,USA,356,32266.22
2019-08-11,Panama,14,471.09
2019-08-08,Canada,30,433.17
2019-08-29,Canada,91,3170.26
2019-08-31,Colombia,192,10260.17
2019-08-10,Canada,179,8857.64
2019-08-11,USA,77,1438.94
2019-08-17,Brazil,372,839.56
2019-08-01,Colombia,196,340.7
2019-08-21,Panama,199,9159.47
2019-08-17,Brazil,227,11305.27
2019-08-22,Panama,344,17350.85
2019-08-08,USA,172,8770.96
2019-08-10,USA,174,2705.94
2019-08-28,Panama,239,900.29
2019-08-11,Panama,220,7055.65
2019-08-11,Canada,244,1934.08
2019-08-18,Colombia,173,5470.73
2019-08-23,Brazil,344,11054.01
2019-08-13,Brazil,343,6824.76
2019-08-24,Panama,89,5399.27
2019-08-03,Panama,363,4217.31
2019-08-13,Colombia,172,1784.34
2019-08-11,Panama,328,18648.81
2019-08-06,Canada,152,1774.74
2019-08-31,Colombia,275,3260.22
2019-08-15,USA,186,2097.33
2019-08-16,Canada,125,6206.21
2019-08-23,Brazil,258,10264.6
2019-08-28,Colombia,76,1157.17
2019-08-06,Brazil,76,5899.7
2019-08-21,Panama,57,3345.7
2019-08-28,Canada,147,1899.17
2019-08-30,Colombia,319,22333.11
2019-08-18,Brazil,226,2851.85
2019-08-26,Colombia,123,5892.96
2019-08-12,Canada,286,5430.62
2019-08-07,Canada,62,100.53
2019-08-10,Canada,324,17492.24
2019-08-26,USA,55,1525.4
2019-08-25,Colombia,214,10801
2019-08-27,Colombia,242,12344.99
2019-08-09,Canada,41,230.82
2019-08-10,Colombia,241,17992.81
2019-08-17,Panama,198,3271.67
2019-08-24,Panama,22,127.15
2019-08-25,USA,349,12197.45
2019-08-26,Panama,336,8108.34
2019-08-19,Colombia,269,4561.93
2019-08-07,USA,336,22694.19
2019-08-27,USA,165,9925.01
2019-08-10,Canada,165,4774.33
2019-08-05,Canada,159,1915.29
2019-08-29,Canada,19,47.98
2019-08-11,Canada,157,3602.76
2019-08-26,USA,343,9976.91
2019-08-06,Panama,38,1139.81
2019-08-17,Canada,321,2322.18
2019-08-20,Canada,42,501.99
2019-08-30,Colombia,378,15535.38
2019-08-20,Brazil,75,1431.97
2019-08-14,USA,332,7083.74
2019-08-08,Brazil,289,7489.71
2019-08-03,USA,29,186.48
2019-08-15,Panama,108,5580.59
2019-08-04,Brazil,156,3006.36
2019-08-14,Canada,346,12922.6
2019-08-10,Panama,333,5491.01
2019-08-14,Colombia,149,6810.14
2019-08-27,Canada,200,5283.61
2019-08-16,Brazil,261,10273.01
2019-08-31,Colombia,111,3876.9
2019-08-29,Canada,286,2086.89
2019-08-27,Brazil,184,3375.15
2019-08-28,Panama,143,1561.63
2019-08-27,Colombia,174,4517.39
2019-08-22,Panama,48,1306.64
2019-08-11,Brazil,164,2581.85
2019-08-24,Colombia,203,2842.75
2019-08-28,Panama,218,15427.88
2019-08-17,Colombia,198,349.66
2019-08-15,Panama,226,10315.92
2019-08-24,Brazil,124,2011.43
2019-08-22,Colombia,128,7323.6
2019-08-18,Canada,269,11877.31
2019-08-17,Brazil,72,2673.69
2019-08-06,Panama,45,809.54
2019-08-19,USA,203,4547.94
2019-08-24,Colombia,253,18903.56
2019-08-07,Canada,159,5981.15
2019-08-03,Colombia,347,5460.18
2019-08-05,Colombia,395,1763.78
2019-08-08,USA,166,13148.4
2019-08-20,Canada,319,8521.76
2019-08-29,USA,150,2386.45
2019-08-14,Panama,25,6.05
2019-08-09,Brazil,397,1077.12
2019-08-20,Colombia,174,2866.15
2019-08-22,Colombia,158,4093.47
2019-08-09,Canada,388,4640.41
2019-08-24,Colombia,231,8277.62
2019-08-04,Colombia,66,2568.93
2019-08-02,Canada,158,7156.92
2019-08-14,Brazil,203,762.09
2019-08-11,Panama,291,19949.67
2019-08-09,USA,99,170.24
2019-08-30,Canada,194,3300.7
2019-08-27,Canada,237,1751.98
2019-08-15,Brazil,142,998.77
2019-08-10,Canada,346,8953.86
2019-08-21,Canada,143,5041.19
2019-08-31,Brazil,333,2842.84
2019-08-26,Canada,361,826.4
2019-08-26,Panama,124,8872.55
2019-08-02,Colombia,234,9012.88
2019-08-29,USA,242,422.58
2019-08-30,Canada,208,1751.07
2019-08-09,Panama,231,3770.48
2019-08-21,Colombia,303,4390.57
2019-08-26,Brazil,283,3596.31
2019-08-05,Canada,136,1076.9
2019-08-17,Colombia,344,11396.81
2019-08-07,Canada,169,1424.65
2019-08-05,Brazil,114,129.23
2019-08-09,Brazil,134,593.99
2019-08-24,Colombia,223,4334.43
2019-08-03,Canada,316,9217.34
2019-08-02,Colombia,160,12961.01
2019-08-07,Canada,184,6425.66
2019-08-06,Brazil,397,13647.63
2019-08-13,USA,118,602.98
2019-08-18,Brazil,115,1667.25
2019-08-31,USA,293,18968.48
2019-08-09,USA,283,10042.62
2019-08-18,USA,388,17056.8
2019-08-05,USA,32,730.57
2019-08-19,Panama,288,445.2
2019-08-03,Colombia,308,16482.51
2019-08-16,Brazil,238,14578.91
2019-08-22,USA,178,6638.18
2019-08-21,Panama,377,8710.13
2019-08-13,Canada,326,919.38
2019-08-03,Canada,344,22212.08
2019-08-24,USA,377,8569.33
2019-08-20,USA,25,469.56
2019-08-23,Brazil,226,1185.47
2019-08-21,Panama,57,1814.88
2019-08-25,Panama,312,10451.89
2019-08-13,Canada,254,234.76
2019-08-11,Panama,394,11083.84
2019-08-20,Colombia,335,8452.57
2019-08-18,USA,324,3862.21
2019-08-07,Canada,210,2954.14
2019-08-13,Canada,313,7570.09
2019-08-30,USA,94,170.63
2019-08-21,Panama,344,361.63
2019-08-05,Canada,210,3638.62
2019-08-24,Colombia,223,2343.32
2019-08-19,USA,375,2257.85
2019-08-29,Panama,43,1803.7
2019-08-28,USA,284,1505.07
2019-08-08,Canada,69,855.81
2019-08-07,Canada,270,4166.18
2019-08-28,Canada,359,2974.38
2019-08-31,Panama,17,1281.62
2019-08-23,Colombia,149,4997.27
2019-08-29,Colombia,297,6890.79
2019-08-04,USA,138,1481.36
2019-08-31,Brazil,155,3657.32
2019-08-25,Panama,366,4363.9
2019-08-12,Panama,50,727.52
2019-08-30,Panama,35,2852.34
2019-08-31,USA,196,3354.27
2019-08-14,Colombia,224,4676.77
2019-08-19,Brazil,182,4927.56
2019-08-02,Brazil,40,45.02
2019-08-15,USA,380,16537.2
2019-08-05,Panama,343,10136.64
2019-08-11,USA,239,1718.34
2019-08-23,Canada,41,3366.66
2019-08-30,Colombia,316,2015.14
2019-08-02,USA,376,4401.2
2019-08-24,Brazil,325,2444.32
2019-08-31,Canada,124,5079.33
2019-08-04,Canada,209,9340.24
2019-08-13,Brazil,114,1864.92
2019-08-16,Panama,265,1632.22
2019-08-13,Colombia,146,9439.35
2019-08-02,Canada,13,470.99
2019-08-12,Panama,89,1027.64
2019-08-01,Colombia,248,653.45
2019-08-31,Brazil,210,10149.59
2019-08-29,USA,220,4131.67
2019-08-04,Colombia,104,3363.33
2019-08-30,Canada,99,2594.64
2019-08-07,Colombia,241,4820.14
2019-08-28,USA,104,5533.73
2019-08-31,Brazil,210,7970.15
2019-08-02,USA,382,17473.58
2019-08-10,USA,48,1923.14
2019-08-22,USA,219,6542.44
2019-08-22,Colombia,274,15873.07
2019-08-31,Colombia,252,14739.7
2019-08-28,USA,55,3157.73
2019-08-27,Panama,226,4134.85
2019-08-27,Colombia,367,2255.78
2019-08-19,Brazil,13,633.68
2019-08-19,Colombia,61,2409.82
2019-08-27,Canada,369,29551.49
2019-08-26,Colombia,99,2479.91
2019-08-25,Panama,125,6642.33
2019-08-04,Canada,30,247.67
2019-08-30,Canada,372,1780.03
2019-08-21,Brazil,269,6181.24
2019-08-26,Panama,388,4139.96
2019-08-28,USA,208,2359.43
2019-08-01,USA,281,9749.91
2019-08-17,Colombia,395,8244.05
2019-08-23,Panama,342,2096.31
2019-08-13,Canada,138,9241.53
2019-08-19,Brazil,328,3945.57
2019-08-25,Colombia,367,19711.83
2019-08-26,USA,268,12960.83
2019-08-02,USA,268,8305.1
2019-08-20,Colombia,296,15549.87
2019-08-16,Canada,365,19659.33
2019-08-15,Brazil,11,213.28
2019-08-07,Brazil,244,22292.51
2019-08-27,USA,138,4326.53
2019-08-28,Colombia,133,272.27
2019-08-02,Panama,390,5003.57
2019-08-12,Canada,130,8888.41
2019-08-15,USA,88,2279.2
2019-08-05,Panama,155,9424.24
2019-08-24,Panama,57,202.31
2019-08-05,Canada,227,12288.88
2019-08-02,Colombia,123,5959.37
2019-08-06,Brazil,300,5782.22
2019-08-25,Canada,213,7995.49
2019-08-16,Colombia,218,11083.8
2019-08-20,USA,303,7191.23
2019-08-17,Brazil,24,55.98
2019-08-16,Brazil,247,5500.39
2019-08-29,USA,152,799.8
2019-08-29,Colombia,81,148.67
2019-08-13,Canada,139,2883.52
2019-08-08,Colombia,308,25104.61
2019-08-13,Canada,179,10093.18
2019-08-05,Canada,296,5425.91
2019-08-10,Colombia,304,1444.24
2019-08-11,Colombia,64,2063.97
2019-08-25,Colombia,389,3592.26
2019-08-09,Canada,15,1282.7
2019-08-25,Brazil,29,870.26
2019-08-27,USA,40,181.65
2019-08-27,Brazil,250,10150.46
2019-08-31,Panama,130,2739.11
2019-08-19,Colombia,67,1867.54
2019-08-29,Canada,181,1092.1
2019-08-11,Brazil,267,10973.35
2019-08-25,USA,196,9777.88
2019-08-18,USA,353,7394.09
2019-08-22,Brazil,86,7401.62
2019-08-01,Colombia,250,4671.64
2019-08-12,Brazil,224,4003.22
2019-08-21,Canada,130,1285.31
2019-08-04,Panama,163,5374.6
2019-08-21,Brazil,125,1000.11
2019-08-24,Canada,146,401.3
2019-08-19,USA,92,176.03
2019-08-30,Canada,99,6545.62
2019-08-23,Brazil,229,5275.68
2019-08-14,Brazil,133,4525.39
2019-08-09,Panama,165,6562.26
2019-08-12,Colombia,308,2387.25
2019-08-13,Canada,179,2413.35
2019-08-17,Panama,28,135.92
2019-08-13,Panama,388,2648.98
2019-08-01,Brazil,355,1014.37
2019-08-12,Brazil,204,2637.08
2019-08-12,Canada,291,11000.52
2019-08-14,USA,100,2622.76
2019-08-11,Colombia,279,4183.97
2019-08-18,Panama,24,246.78
2019-08-26,Panama,388,24843.17
2019-08-03,USA,311,5908.18
2019-08-18,Canada,287,1368.38
2019-08-08,Panama,123,1040.27
2019-08-09,USA,33,2583.8
2019-08-17,Panama,286,1643.24
2019-08-24,Canada,291,2820.69
2019-08-21,Colombia,79,3247.85
2019-08-18,USA,40,2739.86
2019-08-16,Canada,337,4513.55
2019-08-05,Brazil,51,3741.07
2019-08-24,Colombia,12,82.02
2019-08-24,Colombia,150,2644.68
2019-08-05,Brazil,232,1669.21
2019-08-06,Panama,361,17611.02
2019-08-14,USA,260,9576.87
2019-08-17,Brazil,33,1503.33
2019-08-16,USA,293,12967.21
2019-08-18,Panama,362,4214.56
2019-08-13,Canada,122,1674.68
2019-08-09,Colombia,147,13806.57
2019-08-05,Colombia,237,7321.44
2019-08-10,Brazil,228,11284
2019-08-14,Colombia,389,14409.99
2019-08-17,Canada,337,28131.88
2019-08-27,Panama,85,3734.82
2019-08-29,USA,360,12205.46
2019-08-17,USA,342,17061.99
2019-08-08,Brazil,147,3260.67
2019-08-09,Colombia,14,653.56
2019-08-02,Canada,73,341.32
2019-08-31,Colombia,268,4862.28
2019-08-01,Colombia,108,4522.38
2019-08-18,USA,156,9428.24
2019-08-30,Canada,324,6460.92
2019-08-16,Brazil,208,4732.61
2019-08-18,Colombia,170,7404.3
2019-08-28,Colombia,39,1970.8
2019-08-10,Colombia,82,2236.99
2019-08-20,Brazil,274,3778.11
2019-08-05,Panama,209,7501
2019-08-26,Colombia,19,45.13
2019-08-11,Panama,245,5046.22
2019-08-13,USA,151,10178.49
2019-08-29,Colombia,261,380.43
2019-08-27,Colombia,146,618.32
2019-08-14,Canada,273,21676.66
2019-08-23,Canada,297,11241.36
2019-08-25,USA,253,6620.27
2019-08-14,Brazil,300,12836.26
2019-08-04,Brazil,30,628.17
2019-08-22,USA,297,20693.9
2019-08-31,Canada,363,6454.66
2019-08-01,Panama,306,13769.81
2019-08-31,Panama,358,6507.98
2019-08-25,Colombia,343,1067.8
2019-08-17,Canada,118,5873.81
2019-08-04,USA,277,13223.91
2019-08-31,Brazil,53,62.5
2019-08-23,Brazil,87,2742.6
2019-08-14,Canada,52,1308.63
2019-08-16,Panama,322,13781.1
2019-08-13,Panama,154,8099.38
2019-08-25,Panama,141,4076.59
2019-08-20,Panama,234,16631.31
2019-08-16,Colombia,373,28175.92
2019-08-09,Panama,232,5431.28
2019-08-29,Panama,115,1557.19
2019-08-28,Canada,221,4984.58
2019-08-03,USA,193,11804.14
2019-08-17,USA,297,370.91
2019-08-17,Colombia,389,19368.62
2019-08-16,USA,44,410.4
2019-08-24,Panama,152,327.07
2019-08-11,Brazil,127,4103.52
