Report generated on 01-01-2020,,,
Created by: user9284,,,
Company XYZ,,,
,,,
Date,Country,Units,Revenue
2019-11-13,Brazil,81,4737.4
2019-11-23,Panama,151,4851.54
2019-11-18,Panama,91,1486.99
2019-11-28,Panama,78,2019.64
2019-11-07,USA,382,2989.82
2019-11-01,Colombia,349,5971.37
2019-11-15,Brazil,199,1843.02
2019-11-04,Panama,110,6642.8
2019-11-14,Canada,250,6374.49
2019-11-09,Canada,298,10169.89
2019-11-10,Brazil,160,4910.01
2019-11-13,Canada,27,530.26
2019-11-22,Canada,15,130.99
2019-11-10,Colombia,117,6325.68
2019-11-28,USA,307,9542.36
2019-11-15,Canada,101,2777.21
2019-11-28,Brazil,70,1815.37
2019-11-07,Brazil,364,12416.61
2019-11-04,Colombia,102,5618.12
2019-11-17,Panama,122,2132.26
2019-11-05,Canada,32,1604.92
2019-11-01,Colombia,322,8296.04
2019-11-12,USA,64,4743.27
2019-11-30,Colombia,29,1925.34
2019-11-18,Colombia,229,8044.39
2019-11-28,Brazil,366,17255.71
2019-11-15,USA,369,10649.62
2019-11-03,Brazil,104,6375.9
2019-11-13,Brazil,319,16394.27
2019-11-14,Panama,278,7341.79
2019-11-17,Colombia,234,6312.91
2019-11-20,USA,328,6505.28
2019-11-20,Canada,231,448.32
2019-11-20,Colombia,102,4670.69
2019-11-12,Brazil,328,20032.15
2019-11-27,Panama,198,2437.14
2019-11-19,Colombia,33,646.11
2019-11-08,USA,64,624.57
2019-11-06,Panama,331,17176.7
2019-11-29,Colombia,282,628.74
2019-11-10,Panama,264,1739.2
2019-11-09,Canada,182,5003.51
2019-11-19,Brazil,151,9880.49
2019-11-17,Panama,376,14859.66
2019-11-15,Canada,310,24175.94
2019-11-17,Panama,358,19229.5
2019-11-01,Canada,18,828.97
2019-11-06,Panama,395,11654.63
2019-11-23,Brazil,42,273.26
2019-11-07,Panama,214,67.43
2019-11-24,Panama,92,2445.38
2019-11-26,Brazil,244,49.46
2019-11-16,USA,300,16680.23
2019-11-24,Panama,165,2487.47
2019-11-18,USA,392,2239.96
2019-11-02,USA,98,217.98
2019-11-11,Panama,386,11400.42
2019-11-10,Panama,66,78.41
2019-11-10,Panama,103,4564.02
2019-11-02,Colombia,395,4638.99
2019-11-26,Panama,91,2536.78
2019-11-21,Panama,82,4137.3
2019-11-13,Panama,397,1570.02
2019-11-03,Brazil,196,13260.1
2019-11-17,Brazil,96,2023
2019-11-02,Panama,231,9355.98
2019-11-23,Canada,249,1107.23
2019-11-22,Brazil,72,1094.81
2019-11-17,Panama,115,8576.64
2019-11-21,Brazil,93,238.57
2019-11-19,Panama,130,6833.31
2019-11-16,Canada,309,6457.37
2019-11-04,Colombia,248,24528.13
2019-11-09,Panama,355,5872.09
2019-11-16,Panama,103,5436.94
2019-11-22,Brazil,123,2026.51
2019-11-25,Brazil,390,12084.51
2019-11-01,Brazil,260,19347.42
2019-11-08,Brazil,47,456.61
2019-11-23,Brazil,172,7417.34
2019-11-02,Canada,170,3312.72
2019-11-02,Panama,172,4648.58
2019-11-02,Brazil,282,21144.12
2019-11-06,Brazil,110,1635.3
2019-11-23,Canada,239,488.58
2019-11-01,USA,168,9602.07
2019-11-15,USA,377,1365.3
2019-11-21,Canada,105,468.71
2019-11-19,Brazil,354,10607.38
2019-11-25,Colombia,125,4393.87
2019-11-06,Brazil,26,544.73
2019-11-24,Canada,310,19730.69
2019-11-22,USA,205,2295.5
2019-11-05,Canada,181,6266.05
2019-11-04,Colombia,271,7189.82
2019-11-29,USA,68,2626.39
2019-11-11,Colombia,271,10329.51
2019-11-28,USA,133,6095.8
2019-11-27,Colombia,181,2543.72
2019-11-05,Colombia,135,3113.31
2019-11-06,Panama,89,2724.58
2019-11-14,Brazil,79,3691.7
2019-11-25,Colombia,307,276.19
2019-11-09,Colombia,148,2950.89
2019-11-21,Colombia,110,1315.01
2019-11-23,Brazil,221,16417.44
2019-11-26,Panama,142,3161
2019-11-27,Colombia,347,10243.2
2019-11-08,Brazil,130,5840.04
2019-11-08,Canada,326,12581.25
2019-11-26,Panama,106,1113.74
2019-11-08,USA,342,794.23
2019-11-01,Canada,368,25016.01
2019-11-29,Brazil,131,7068.44
2019-11-02,Brazil,215,2144.89
2019-11-05,Colombia,266,5568.65
2019-11-13,Canada,254,4350.73
2019-11-05,USA,73,222.48
2019-11-07,USA,209,15074.12
2019-11-11,Canada,327,1691.95
2019-11-16,Canada,213,3339.47
2019-11-08,Colombia,24,1898.01
2019-11-02,Colombia,70,3188.96
2019-11-10,Panama,352,31916.04
2019-11-28,Brazil,238,9028.58
2019-11-02,USA,132,10210.29
2019-11-02,Colombia,361,8594.21
2019-11-11,USA,126,2934.41
2019-11-12,Canada,76,5795.93
2019-11-07,Panama,91,437.15
2019-11-08,Brazil,142,3535.27
2019-11-06,Colombia,135,4529.77
2019-11-30,USA,16,453.47
2019-11-11,USA,42,944.14
2019-11-07,Panama,382,17694.84
2019-11-20,USA,153,3859.05
2019-11-18,USA,252,7912.17
2019-11-28,Canada,35,912.98
2019-11-03,USA,254,15204.28
2019-11-04,Colombia,243,15488.5
2019-11-08,Colombia,142,3805.8
2019-11-09,Canada,263,6667.05
2019-11-05,Canada,265,3391.9
2019-11-07,USA,199,6887.09
2019-11-17,Panama,79,2259.23
2019-11-02,Colombia,112,1065.64
2019-11-30,Canada,16,155.62
2019-11-23,Panama,213,3027.9
2019-11-21,USA,351,9388.67
2019-11-09,Brazil,242,17246.47
2019-11-06,Panama,202,8466.71
2019-11-12,Colombia,399,2441.95
2019-11-30,Brazil,52,2205.75
2019-11-06,Colombia,195,9502
2019-11-14,Panama,240,16943.4
2019-11-02,Colombia,107,1291.82
2019-11-07,Panama,319,19294.72
2019-11-27,USA,65,789.39
2019-11-24,USA,55,1950.47
2019-11-15,Brazil,170,4413.24
2019-11-07,Panama,27,456.62
2019-11-05,Canada,219,4986.3
2019-11-21,Brazil,297,252.66
2019-11-02,Panama,144,1993.49
2019-11-14,Brazil,194,14278.25
2019-11-20,Colombia,14,166.63
2019-11-18,USA,15,559.91
2019-11-25,Brazil,224,1214.12
2019-11-25,Brazil,130,2306.18
2019-11-23,Brazil,281,22996.23
2019-11-25,Brazil,332,3250.93
2019-11-28,USA,102,1512.84
2019-11-30,Brazil,398,22955.79
2019-11-06,USA,285,19443.88
2019-11-11,Panama,261,5661.7
2019-11-29,Brazil,52,2905.15
2019-11-13,Brazil,208,10480.59
2019-11-11,Canada,128,5402.03
2019-11-05,Canada,269,11610.76
2019-11-24,USA,263,5620
2019-11-20,Panama,191,4431.46
2019-11-07,Colombia,276,6753.25
2019-11-10,Panama,349,12133.52
2019-11-03,Canada,278,23230.91
2019-11-16,Panama,114,5234.2
2019-11-30,USA,87,2626.17
2019-11-14,Panama,50,331.18
2019-11-23,USA,275,5628.05
2019-11-09,Panama,198,10673.69
2019-11-24,Canada,215,2272.28
2019-11-03,Panama,41,118.74
2019-11-09,USA,285,9231.26
2019-11-09,Canada,65,4723.98
2019-11-24,USA,296,1821.06
2019-11-11,USA,309,10873.02
2019-11-30,Brazil,193,7464.05
2019-11-06,Brazil,50,2311.6
2019-11-23,Brazil,351,2733.78
2019-11-15,Canada,195,4480.51
2019-11-30,Colombia,130,1905.18
2019-11-15,Colombia,65,1321.99
2019-11-01,Brazil,282,12983.47
2019-11-12,Canada,43,1259.83
2019-11-01,Colombia,346,5674.45
2019-11-18,Canada,126,1573.96
2019-11-21,Colombia,135,4674.07
2019-11-19,Colombia,323,2978.04
2019-11-02,USA,351,4682.22
2019-11-16,Brazil,319,14181.14
2019-11-01,Canada,224,1877.33
2019-11-02,USA,200,11258.28
2019-11-13,USA,289,7130.68
2019-11-08,Brazil,395,25048.77
2019-11-23,USA,384,581.38
2019-11-25,Panama,255,833.37
2019-11-03,Colombia,303,9472.17
2019-11-12,Brazil,165,3560.33
2019-11-19,Panama,58,1180.04
2019-11-07,USA,355,2773.47
2019-11-09,Panama,216,4356.29
2019-11-16,Brazil,371,12912.12
2019-11-21,Canada,202,2744.24
2019-11-14,USA,184,3663.78
2019-11-13,Brazil,329,10560.96
2019-11-16,Canada,124,949.9
2019-11-12,USA,53,2677.93
2019-11-29,Colombia,253,13011.52
2019-11-07,Canada,212,9120.87
2019-11-20,Panama,89,3517.07
2019-11-09,Canada,247,2399.73
2019-11-06,USA,244,10724.58
2019-11-01,Brazil,325,13131.24
2019-11-07,Canada,186,6687.26
2019-11-17,Panama,48,3564.62
2019-11-20,USA,204,1768.11
2019-11-03,Brazil,78,330.36
2019-11-16,USA,225,4110.7
2019-11-28,Panama,386,7397.03
2019-11-26,Canada,391,2081.45
2019-11-04,Brazil,385,20824.93
2019-11-28,Canada,44,1457.34
2019-11-24,Brazil,347,4096.08
2019-11-26,Panama,94,4717.48
2019-11-07,Brazil,13,478.07
2019-11-02,Colombia,50,2333.57
2019-11-13,Brazil,379,11278.96
2019-11-20,Panama,322,1108.36
2019-11-01,Colombia,33,209.82
2019-11-21,Colombia,311,8023.74
2019-11-18,Brazil,27,853.56
2019-11-18,Canada,376,8.96
2019-11-20,Colombia,76,1252.3
2019-11-16,USA,22,398.11
2019-11-14,Colombia,214,3449.25
2019-11-07,USA,372,3899.89
2019-11-12,USA,23,1313.12
2019-11-13,USA,26,793
2019-11-29,Panama,361,9785.73
2019-11-29,Canada,280,949.32
2019-11-06,Brazil,244,7942.26
2019-11-07,Panama,229,2233.94
2019-11-01,Canada,185,4228.83
2019-11-19,Colombia,183,3112.75
2019-11-08,Colombia,347,17294.92
2019-11-16,Brazil,319,3987.21
2019-11-24,Colombia,297,4926.62
2019-11-18,Canada,108,77.72
2019-11-05,Brazil,353,14374.11
2019-11-02,Brazil,58,847.45
2019-11-30,Brazil,385,12737.49
2019-11-27,Brazil,366,17508.37
2019-11-18,Colombia,113,1794.65
2019-11-02,Canada,370,8202.49
2019-11-16,Brazil,293,1933.26
2019-11-11,USA,177,2777.86
2019-11-05,Canada,334,5966.53
