Report generated on 01-01-2020,,,
Created by: user9284,,,
Company XYZ,,,
,,,
Date,Country,Units,Revenue
2019-02-21,Colombia,226,873.06
2019-02-07,Canada,334,27931
2019-02-04,Panama,151,4442.26
2019-02-21,Brazil,195,14949.97
2019-02-02,Colombia,400,23124.77
2019-02-20,Brazil,68,137.58
2019-02-21,Canada,282,2411.17
2019-02-11,Colombia,217,3421.6
2019-02-19,Colombia,227,17128.49
2019-02-19,Canada,261,9081.02
2019-02-18,Canada,162,8724.32
2019-02-27,Panama,395,14866.86
2019-02-07,Canada,141,5028.69
2019-02-04,USA,100,82.47
2019-02-28,Panama,177,4470.38
2019-02-21,Brazil,192,1826.56
2019-02-05,Brazil,53,2462.28
2019-02-22,Canada,392,21196.38
2019-02-13,Colombia,299,8311.03
2019-02-24,Canada,127,473.9
2019-02-18,Panama,133,4424.23
2019-02-21,Colombia,152,2065.5
2019-02-19,Brazil,50,2091.45
2019-02-09,Panama,150,4189.22
2019-02-24,Canada,162,2682.97
2019-02-17,Panama,308,4509.6
2019-02-21,Panama,343,27395.6
2019-02-14,USA,50,2310.8
2019-02-25,USA,388,4697.71
2019-02-25,Brazil,91,5804.67
2019-02-15,USA,94,6793.01
2019-02-14,Colombia,280,23139.25
2019-02-08,Canada,158,8000.1
2019-02-02,Brazil,100,1004.13
2019-02-14,Brazil,229,8799.96
2019-02-05,Brazil,376,1920.56
2019-02-10,USA,277,10380.93
2019-02-23,Canada,181,1854.41
2019-02-08,Canada,157,1168.43
2019-02-07,USA,382,19184.84
2019-02-18,Panama,283,4773.69
2019-02-15,Brazil,387,24273.53
2019-02-23,Brazil,104,6662.46
2019-02-05,Panama,45,2568.76
2019-02-27,Brazil,200,3488.52
2019-02-24,Panama,213,6483.68
2019-02-10,USA,191,1717.22
2019-02-26,USA,322,1094.67
2019-02-12,Panama,131,3794.14
2019-02-08,Panama,396,17393.18
2019-02-08,USA,319,13459.81
2019-02-05,Colombia,278,5969.41
2019-02-17,Canada,219,3588.77
2019-02-20,Brazil,276,1325.86
2019-02-23,Colombia,87,1711.02
2019-02-05,USA,227,8358.51
2019-02-07,Colombia,280,8533.07
2019-02-10,USA,61,2354.17
2019-02-13,Canada,347,2336.28
2019-02-20,Canada,187,5010.4
2019-02-12,Canada,184,5074.15
2019-02-28,Panama,42,1987.57
2019-02-24,Colombia,78,274.08
2019-02-14,Colombia,205,2952.64
2019-02-19,Canada,206,8533.23
2019-02-26,Brazil,61,4083.97
2019-02-06,Panama,79,4123.58
2019-02-22,Panama,399,3014.73
2019-02-27,Colombia,209,5807.59
2019-02-16,USA,219,5033.82
2019-02-28,Brazil,366,18333.24
2019-02-09,Colombia,382,457.43
2019-02-08,Brazil,169,2525.66
2019-02-17,Colombia,109,3073.33
2019-02-23,Colombia,289,17233.79
2019-02-24,USA,31,1362.43
2019-02-04,Colombia,132,6742.39
2019-02-03,Canada,147,2203.17
2019-02-12,Colombia,123,2264.07
2019-02-17,Brazil,151,2781.58
2019-02-13,USA,76,2006.63
2019-02-16,USA,62,556.41
2019-02-06,USA,327,12378.14
2019-02-27,Brazil,182,1508.49
2019-02-01,Brazil,390,3786.11
2019-02-24,Colombia,262,12137.51
2019-02-12,USA,172,2488.69
2019-02-22,USA,61,3149.23
2019-02-17,Colombia,279,6276.42
2019-02-17,Panama,263,2076.14
2019-02-16,USA,50,3748.98
2019-02-15,Panama,217,7374.1
2019-02-09,Colombia,182,5305.64
2019-02-22,Canada,45,1584.27
2019-02-18,Panama,387,13694.08
2019-02-02,Colombia,170,3609.17
2019-02-16,Colombia,93,3230.27
2019-02-20,Panama,115,1572.8
2019-02-28,Canada,243,20965.83
2019-02-02,Colombia,16,132.29
2019-02-15,Colombia,114,3767.13
2019-02-12,Brazil,268,3750.49
