Report generated on 01-01-2020,,,
Created by: user9284,,,
Company XYZ,,,
,,,
Date,Country,Units,Revenue
2019-04-20,Canada,397,29128.14
2019-04-16,Brazil,334,9901.8
2019-04-07,Panama,330,4581.5
2019-04-07,Brazil,200,6163.8
2019-04-10,Panama,47,3343.53
2019-04-12,Panama,92,1063.44
2019-04-07,Brazil,28,1460.72
2019-04-02,Panama,18,282.36
2019-04-22,USA,181,1263.6
2019-04-15,Panama,97,2076.35
2019-04-25,Brazil,385,13230.64
2019-04-26,Brazil,159,3837.8
2019-04-09,Colombia,167,3923.53
2019-04-21,USA,289,4731.76
2019-04-01,Colombia,69,4552.73
2019-04-18,USA,244,13646.35
2019-04-09,USA,21,1167.18
2019-04-06,Brazil,380,11414.75
2019-04-02,Canada,47,1810.64
2019-04-23,Colombia,357,9110.77
2019-04-23,Colombia,58,375.45
2019-04-28,Canada,376,2390.24
2019-04-04,Colombia,291,16366.29
2019-04-16,Panama,368,8112.84
2019-04-13,USA,27,956.61
2019-04-04,USA,37,1875.44
2019-04-30,Colombia,239,2891.65
2019-04-19,USA,141,251.28
2019-04-03,Colombia,235,16638.26
2019-04-05,Canada,337,8879.11
2019-04-01,Panama,363,17558.45
2019-04-30,Colombia,78,788.02
2019-04-13,Brazil,225,5531.36
2019-04-13,Canada,14,396.74
2019-04-19,Brazil,15,123.99
2019-04-02,Brazil,301,18127.18
2019-04-07,Brazil,249,2597.4
2019-04-12,USA,71,804.23
2019-04-07,Panama,15,1142.55
2019-04-30,USA,170,2962.37
2019-04-11,Panama,70,3775.47
2019-04-23,Brazil,205,2334.62
2019-04-03,Colombia,378,1954.78
2019-04-22,Canada,365,18692.02
2019-04-22,Panama,116,8595.41
2019-04-13,Colombia,270,2723.58
2019-04-08,USA,385,15361.06
2019-04-22,USA,157,3077.34
2019-04-14,Brazil,322,9129.58
2019-04-16,Colombia,209,5921.63
2019-04-09,Brazil,102,864.17
2019-04-27,Panama,72,2096.71
2019-04-10,Brazil,266,16112.47
2019-04-12,Brazil,204,2398.32
2019-04-12,Panama,44,1605.62
2019-04-30,Canada,346,24913.56
2019-04-25,Panama,170,6545.61
2019-04-02,Brazil,41,869.19
2019-04-22,USA,82,3869.43
2019-04-14,USA,360,14701.36
2019-04-13,USA,383,7078.84
2019-04-14,Brazil,26,223.8
2019-04-24,USA,166,8486.96
2019-04-22,Canada,317,1409.49
2019-04-12,Canada,38,295.12
2019-04-27,Colombia,104,4395.15
2019-04-02,USA,191,5629.71
2019-04-20,Panama,293,9075.93
2019-04-28,Colombia,198,7925.57
2019-04-25,Colombia,155,6630.17
2019-04-09,Canada,48,1404.5
2019-04-07,Brazil,90,2451.8
2019-04-29,Canada,315,19990.2
2019-04-02,USA,71,5273.51
2019-04-01,USA,93,733.27
2019-04-02,Colombia,139,1471.52
2019-04-08,Canada,281,21856.43
2019-04-06,Panama,127,10126.56
2019-04-12,Canada,316,1314.86
2019-04-12,USA,316,9352.12
2019-04-25,Colombia,330,5267.61
2019-04-07,USA,187,13095.89
2019-04-13,Canada,173,3370.03
2019-04-05,USA,29,165.42
2019-04-02,Canada,198,7410.93
2019-04-10,Brazil,349,12330.71
2019-04-09,Canada,99,2866.03
2019-04-23,Canada,244,3896.23
2019-04-18,Brazil,14,270.36
2019-04-03,Canada,299,5658.27
2019-04-11,Brazil,355,8942.37
2019-04-18,Panama,336,3492.1
2019-04-07,Panama,246,4536.72
2019-04-21,Canada,196,3273.69
2019-04-04,USA,115,62.33
2019-04-05,Canada,354,238.7
2019-04-18,Canada,272,7947.68
2019-04-24,Colombia,162,4769.38
2019-04-14,Panama,256,12800.03
2019-04-23,Canada,315,1190.67
2019-04-14,USA,282,9369.63
2019-04-13,USA,14,296.83
2019-04-25,Colombia,142,2419.11
2019-04-14,USA,37,808.62
2019-04-04,Colombia,75,2515.58
2019-04-20,Brazil,195,8022.09
2019-04-29,Colombia,186,1458.78
2019-04-23,Panama,132,10892.68
2019-04-18,Canada,342,25623.55
2019-04-21,USA,339,8444.15
2019-04-14,Panama,392,9268.95
2019-04-04,Panama,159,11512.74
2019-04-01,Panama,241,6041.82
2019-04-18,USA,281,5088.65
2019-04-20,Colombia,333,13140.29
2019-04-07,Colombia,390,20118.19
2019-04-02,Brazil,159,3908.8
2019-04-04,USA,106,8169.3
2019-04-20,Canada,273,5224.64
2019-04-22,Brazil,258,18123.14
2019-04-05,Panama,167,6890.2
2019-04-07,Canada,13,513.99
2019-04-14,Brazil,215,2148.74
2019-04-09,USA,378,4683
2019-04-15,Colombia,89,1293.95
2019-04-17,Panama,309,23101.71
2019-04-04,Panama,345,2213.61
2019-04-06,Canada,89,1292.89
2019-04-20,USA,67,3726.01
2019-04-25,USA,336,2106.96
2019-04-11,Brazil,162,7369.41
2019-04-23,Colombia,17,14.89
2019-04-06,Panama,320,4534.61
2019-04-17,Colombia,62,3212.47
2019-04-04,Brazil,241,690.93
2019-04-17,Canada,343,374.29
2019-04-12,USA,45,1432.06
2019-04-14,Panama,196,1598.05
2019-04-19,USA,104,5959.42
2019-04-12,Brazil,328,28612.69
2019-04-27,USA,398,7415.74
2019-04-17,Colombia,333,1798.72
2019-04-17,USA,250,448.39
2019-04-13,USA,173,8918.15
2019-04-25,Canada,387,21304.69
2019-04-07,Brazil,202,1506.46
2019-04-14,USA,310,5533.36
2019-04-18,Canada,191,13917.09
2019-04-16,USA,178,14025.42
2019-04-22,Canada,328,9550.1
2019-04-14,Canada,274,2919.8
2019-04-03,Panama,83,78.19
2019-04-30,USA,77,4275.46
2019-04-19,Canada,97,1778.7
2019-04-27,Brazil,254,403.33
2019-04-05,Panama,203,2750.75
2019-04-29,Canada,186,10014.63
2019-04-18,Panama,136,1070.59
2019-04-22,USA,208,10805.65
2019-04-29,Panama,227,905.05
2019-04-23,Brazil,198,6323.28
2019-04-17,Panama,113,1474.92
2019-04-23,Panama,167,3924.47
2019-04-29,Panama,20,110.12
2019-04-03,USA,55,549.39
2019-04-13,Colombia,236,13734.25
2019-04-10,Brazil,135,2814.38
2019-04-30,USA,50,2453.89
2019-04-10,Canada,287,6524.59
2019-04-03,USA,146,10112.81
2019-04-27,Brazil,292,3108.31
2019-04-11,Colombia,55,158.34
2019-04-11,USA,190,6557.46
2019-04-24,Brazil,111,5511.87
2019-04-23,Brazil,191,8296.57
2019-04-16,Canada,370,15034.8
2019-04-23,USA,241,1065.58
2019-04-30,Brazil,357,7567.83
2019-04-25,USA,322,11873.21
2019-04-08,Panama,166,3123.5
2019-04-13,Brazil,114,3221.9
2019-04-26,Colombia,360,3010.59
2019-04-02,Panama,72,1555.1
2019-04-30,Brazil,122,6443.03
2019-04-06,USA,364,11743.67
2019-04-29,Panama,337,4329.7
2019-04-13,Brazil,153,552.29
2019-04-12,USA,247,2718.48
2019-04-09,Colombia,322,2916.5
2019-04-22,Panama,52,807.74
2019-04-30,USA,322,13627.59
2019-04-29,Canada,316,11514.4
2019-04-14,Panama,18,41.29
2019-04-28,Canada,227,1195.85
2019-04-02,Brazil,352,2528.66
2019-04-17,Canada,250,11735.24
2019-04-11,USA,373,2862.47
2019-04-23,Colombia,50,614.82
2019-04-25,Colombia,292,3472.08
2019-04-23,USA,231,3817.42
2019-04-08,Panama,275,2198.63
2019-04-27,Panama,308,11225.03
2019-04-05,USA,28,768.81
2019-04-21,Canada,137,1844.86
2019-04-06,Colombia,63,4329.9
