Report generated on 01-01-2020,,,
Created by: user9284,,,
Company XYZ,,,
,,,
Date,Country,Units,Revenue
2019-03-05,Canada,133,3448.99
2019-03-02,USA,300,15047.92
2019-03-24,USA,265,10773.69
2019-03-20,Brazil,299,9234.44
2019-03-16,Colombia,142,5208.05
2019-03-26,USA,62,1910.55
2019-03-26,USA,288,26071.3
2019-03-30,Brazil,84,1529.2
2019-03-16,Panama,361,13539.63
2019-03-13,Panama,166,5164.82
2019-03-18,Canada,233,2359.93
2019-03-22,USA,146,10969.18
2019-03-09,Brazil,12,265.21
2019-03-22,Colombia,77,679.69
2019-03-01,Brazil,330,16304.19
2019-03-18,Brazil,52,282.67
2019-03-15,Brazil,340,6866.17
2019-03-30,USA,252,5764.04
2019-03-16,Colombia,125,4078.71
2019-03-09,Colombia,231,22348.09
2019-03-29,Canada,123,2760.27
2019-03-06,Colombia,223,2460.7
2019-03-21,Canada,309,25937.26
2019-03-21,Brazil,351,122.05
2019-03-17,Panama,152,3473.53
2019-03-01,Colombia,375,1743.96
2019-03-17,Brazil,350,2320.24
2019-03-18,Colombia,234,10897.2
2019-03-10,Canada,350,4257.85
2019-03-10,Brazil,390,36749.9
2019-03-18,USA,358,16081.24
2019-03-25,Brazil,101,781.84
2019-03-30,Brazil,19,38.12
2019-03-20,USA,143,4277.05
2019-03-15,USA,385,7498.51
2019-03-30,Brazil,360,28519.98
2019-03-30,Canada,44,2635.02
2019-03-19,USA,50,2328.1
2019-03-15,Colombia,310,3944.66
2019-03-24,Canada,187,6359.91
2019-03-05,Panama,185,4189.43
2019-03-02,USA,322,18647.32
2019-03-24,Brazil,220,3272.31
2019-03-15,Canada,195,8223.74
2019-03-07,USA,148,2334.89
2019-03-02,Brazil,287,5442.03
2019-03-31,Canada,202,6633.31
2019-03-22,Brazil,274,1400.58
2019-03-02,USA,271,4330.1
2019-03-22,Panama,190,9255.81
2019-03-08,Panama,45,3472.2
2019-03-24,USA,53,1289.98
2019-03-06,Colombia,59,3778.7
2019-03-02,Panama,307,9825.33
2019-03-01,Brazil,21,705.43
2019-03-10,USA,88,1844.85
2019-03-22,Canada,364,17685.07
2019-03-21,Canada,111,4131.33
2019-03-26,Panama,251,5165.67
2019-03-27,Brazil,51,293.13
2019-03-11,Colombia,87,7239.79
2019-03-20,Panama,222,11914.38
2019-03-19,Panama,203,7589.27
2019-03-20,USA,371,4144.23
2019-03-06,Brazil,317,6727.08
2019-03-26,USA,390,28777.31
2019-03-26,Colombia,312,4246.25
2019-03-09,Brazil,162,4370.14
2019-03-12,USA,36,1844.01
2019-03-27,Brazil,54,1648.55
2019-03-06,Brazil,221,1618.7
2019-03-16,Colombia,278,13581.7
2019-03-10,USA,252,3187.77
2019-03-07,Panama,171,11069.42
2019-03-15,Panama,271,14818.65
2019-03-11,USA,189,12030.73
2019-03-04,Brazil,331,7276.46
2019-03-10,Canada,319,3905.21
2019-03-10,Panama,79,1361.8
2019-03-16,Canada,291,1168.28
2019-03-22,Colombia,116,3249.67
2019-03-19,Canada,320,1667.34
2019-03-10,USA,337,3863.87
2019-03-03,Panama,125,2255.66
2019-03-25,Canada,170,8649.55
2019-03-08,Brazil,119,4840.04
2019-03-28,Panama,148,3462.6
2019-03-22,USA,380,14205.43
2019-03-09,USA,359,2434.72
2019-03-16,USA,89,3595.53
2019-03-08,Canada,392,1379.86
2019-03-17,Brazil,151,2206.93
2019-03-03,USA,155,2899.65
2019-03-16,Colombia,370,8150.54
2019-03-17,Panama,293,9024.29
2019-03-19,Canada,266,2614.44
2019-03-11,Panama,262,13650.37
2019-03-25,Panama,123,5206.13
2019-03-31,Colombia,329,10854.88
2019-03-27,Canada,105,901.54
2019-03-14,Canada,378,12162.08
2019-03-16,Canada,198,12816.04
2019-03-30,USA,29,929.21
2019-03-06,USA,261,11490.92
2019-03-28,Panama,74,2044.38
2019-03-26,Brazil,27,260.11
2019-03-21,Canada,69,4625.44
2019-03-30,Panama,263,12049
2019-03-11,Brazil,337,16791.81
2019-03-30,Canada,170,4022.81
2019-03-24,USA,102,638.37
2019-03-24,USA,69,1582.46
2019-03-13,Canada,122,1471.84
2019-03-03,Panama,60,2050.05
2019-03-01,Brazil,294,3781.43
2019-03-20,USA,329,12098.23
2019-03-19,Brazil,94,4224.3
2019-03-09,USA,252,2622.98
2019-03-03,Brazil,354,26971.78
2019-03-22,Panama,176,5652.58
2019-03-03,Panama,63,266.36
2019-03-19,Panama,167,8436.45
2019-03-16,USA,361,5685.54
2019-03-30,Canada,122,1685.54
2019-03-23,Brazil,205,6479.62
2019-03-07,Canada,84,6281.87
2019-03-07,Canada,378,6530.52
2019-03-07,Canada,57,1385.29
2019-03-04,Brazil,43,523.84
2019-03-18,Panama,240,6623.29
2019-03-23,USA,43,1196.28
2019-03-14,Panama,340,29618.13
2019-03-19,Brazil,20,133.92
2019-03-04,Brazil,177,3046.36
2019-03-24,USA,340,7836.67
2019-03-09,USA,110,4812.54
2019-03-11,Panama,209,4766.78
2019-03-18,Colombia,209,12372.06
2019-03-04,Brazil,239,569.32
2019-03-27,Colombia,337,11246.36
2019-03-23,Colombia,104,3098.97
2019-03-27,Canada,237,1094.25
2019-03-28,Canada,55,2426.3
2019-03-11,Brazil,129,3898.76
2019-03-03,Colombia,195,1970.56
2019-03-12,Panama,400,3538.93
2019-03-09,Panama,248,13289.86
2019-03-10,Panama,361,17512.72
2019-03-17,Colombia,249,4354.96
2019-03-18,Canada,160,9034.22
2019-03-24,USA,199,5392.03
2019-03-07,USA,240,4064.12
2019-03-10,Brazil,291,13549.22
2019-03-17,USA,378,5687.77
2019-03-06,Colombia,225,9249.71
2019-03-12,Colombia,26,354.88
2019-03-12,Panama,168,9730.1
2019-03-31,Colombia,240,145.32
2019-03-16,Canada,11,51.43
2019-03-21,Panama,156,3888.81
2019-03-17,Colombia,212,309.26
2019-03-13,Canada,137,891.15
2019-03-21,Panama,102,2134.36
2019-03-14,Panama,144,3127.52
2019-03-17,Brazil,360,4405.11
2019-03-21,Panama,152,2132.08
2019-03-06,Panama,390,23990.7
2019-03-08,Canada,17,1528.84
2019-03-31,Brazil,337,2750.29
2019-03-28,USA,319,10656.61
2019-03-08,USA,155,11919.24
2019-03-10,Panama,385,11010.65
2019-03-15,USA,246,6002.69
2019-03-02,USA,240,3783.21
2019-03-22,Panama,299,3707.41
2019-03-22,Brazil,120,660.37
2019-03-09,Panama,197,10554.67
