Report generated on 01-01-2020,,,
Created by: user9284,,,
Company XYZ,,,
,,,
Date,Country,Units,Revenue
2019-06-23,Colombia,336,554.18
2019-06-05,Brazil,79,2332.29
2019-06-13,Panama,348,13309.77
2019-06-21,Colombia,175,7799.63
2019-06-24,Canada,262,5533.09
2019-06-14,Canada,333,1846.19
2019-06-27,Panama,122,3505.7
2019-06-14,Brazil,320,13636.12
2019-06-14,Panama,158,7897.33
2019-06-05,Panama,368,5096.32
2019-06-02,Canada,75,699.72
2019-06-16,Canada,358,24774.29
2019-06-14,USA,389,1849.39
2019-06-19,Canada,35,693.97
2019-06-09,Panama,46,2975.73
2019-06-07,Panama,28,513.19
2019-06-16,Panama,49,1203.08
2019-06-25,USA,341,11745.44
2019-06-24,Panama,296,13028.82
2019-06-30,USA,259,2515.84
2019-06-15,Canada,160,8334.66
2019-06-22,Brazil,280,14747.86
2019-06-30,Colombia,397,6505.05
2019-06-13,Colombia,11,899.82
2019-06-09,Brazil,216,2420.67
2019-06-28,Brazil,251,7466.85
2019-06-30,USA,13,737.79
2019-06-18,Panama,98,7446.64
2019-06-16,Panama,189,1052.24
2019-06-13,Colombia,330,2749.77
2019-06-16,Panama,27,855.01
2019-06-19,Canada,340,13874.91
2019-06-29,Panama,223,2372.05
2019-06-01,Colombia,358,5263.06
2019-06-11,Colombia,368,11876.55
2019-06-26,Brazil,399,15764.82
2019-06-06,USA,283,3695.14
2019-06-06,Brazil,78,538.87
2019-06-06,Canada,182,4041.51
2019-06-27,Colombia,159,3054.22
2019-06-02,Canada,316,24637.61
2019-06-17,Canada,149,908.29
2019-06-07,Brazil,72,2143.72
2019-06-30,USA,53,3958.57
2019-06-09,Colombia,378,75.67
2019-06-16,Brazil,204,6650.5
2019-06-05,Brazil,198,4981.9
2019-06-27,Panama,136,1655.96
2019-06-09,Canada,376,4508.46
2019-06-03,Brazil,268,12007.93
2019-06-11,Canada,307,23802.54
2019-06-10,Brazil,288,1029.72
2019-06-25,USA,80,2282.65
2019-06-22,Brazil,177,10515.06
2019-06-25,Panama,228,6688.03
2019-06-18,Colombia,308,17036.11
2019-06-02,USA,345,2633.77
2019-06-21,Canada,142,2350.56
2019-06-04,USA,336,5054.93
2019-06-08,Panama,200,9052.39
2019-06-25,Canada,45,189.42
2019-06-09,Colombia,197,942.95
2019-06-28,USA,100,1854.35
2019-06-05,Colombia,386,4628.8
2019-06-02,Colombia,109,3375.01
2019-06-27,USA,132,600.89
2019-06-02,Colombia,135,1267.69
2019-06-04,Panama,89,348.38
2019-06-19,Canada,312,18985.13
2019-06-29,Brazil,267,10879.34
2019-06-06,Colombia,74,421.13
2019-06-17,Panama,352,6651.25
2019-06-04,Colombia,377,13167.17
2019-06-17,Brazil,206,1102.52
2019-06-28,Canada,286,4410.85
2019-06-21,Panama,83,5570.04
2019-06-22,USA,227,8583.9
2019-06-11,Panama,290,12978.79
2019-06-04,USA,217,2750.4
2019-06-09,Colombia,328,8225.35
2019-06-19,USA,178,8152.31
2019-06-02,Canada,88,3838.8
2019-06-22,Colombia,117,5243.57
2019-06-09,Panama,168,4607.43
2019-06-29,USA,328,16832.77
2019-06-28,Colombia,145,7786.84
2019-06-11,Brazil,220,10223.64
2019-06-01,Colombia,283,9720.74
2019-06-25,Brazil,381,4499.07
2019-06-09,Canada,45,488.49
2019-06-16,Canada,82,4826.18
2019-06-25,Canada,128,461.3
2019-06-26,Canada,389,3484.69
2019-06-01,USA,237,17568.52
2019-06-08,Panama,117,2782.94
2019-06-26,Colombia,357,8235.37
2019-06-11,Colombia,131,5961.99
2019-06-11,USA,306,18470.64
2019-06-12,Canada,207,2574.63
2019-06-19,Brazil,157,973.61
2019-06-12,Colombia,285,8182.76
2019-06-16,Colombia,339,3687.08
2019-06-28,Canada,366,2722.54
2019-06-16,Colombia,26,971.13
2019-06-15,Canada,34,1124.5
2019-06-19,USA,76,515.98
2019-06-02,Brazil,175,16684.18
2019-06-05,Colombia,241,8697.44
2019-06-18,Brazil,125,5414.65
2019-06-20,Colombia,240,580.35
2019-06-23,USA,174,4680.58
2019-06-04,Panama,200,2307.19
2019-06-12,Canada,252,5512.01
2019-06-13,Colombia,311,4495.14
2019-06-08,Colombia,28,426.22
2019-06-05,Panama,68,1384.81
2019-06-28,Panama,350,6541.34
2019-06-24,Brazil,144,3257.42
2019-06-25,Panama,169,899.83
2019-06-28,Canada,86,4971.54
2019-06-24,Colombia,106,1802.66
2019-06-16,USA,94,5412.35
2019-06-21,Panama,395,24415.85
2019-06-30,Panama,20,380.56
2019-06-16,USA,44,713.19
