Report generated on 01-01-2020,,,
Created by: user9284,,,
Company XYZ,,,
,,,
Date,Country,Units,Revenue
2019-12-06,USA,144,6743.42
2019-12-18,Brazil,50,3578.04
2019-12-05,USA,110,5701.05
2019-12-22,Panama,251,22942.62
2019-12-01,Brazil,47,234.53
2019-12-25,Colombia,185,7612.41
2019-12-03,Colombia,190,4695.44
2019-12-11,Colombia,36,1184.65
2019-12-26,Canada,246,12871.89
2019-12-24,Colombia,272,2545.35
2019-12-21,Panama,356,1651.91
2019-12-22,Panama,22,668.04
2019-12-25,Canada,354,13420.66
2019-12-01,Canada,308,4368.05
2019-12-26,Brazil,82,2470.91
2019-12-18,USA,122,1425.64
2019-12-07,Panama,144,3983.44
2019-12-08,Canada,168,15465.85
2019-12-26,Canada,20,428.5
2019-12-14,Colombia,152,5312.2
2019-12-19,Panama,280,3329.29
2019-12-21,Panama,298,6684.9
2019-12-20,Colombia,359,3276.98
2019-12-11,USA,275,4466.38
2019-12-28,Panama,115,3394.51
2019-12-17,Brazil,355,3068.45
2019-12-31,Panama,366,9650.1
2019-12-30,Panama,327,13864.65
2019-12-16,Canada,387,18506.6
2019-12-01,Brazil,305,1967.18
2019-12-04,Canada,84,20.21
2019-12-21,Canada,66,3289.85
2019-12-19,Canada,304,7180.53
2019-12-15,Canada,192,2260.04
2019-12-09,USA,86,2836.11
2019-12-08,Brazil,114,9525.8
2019-12-31,Panama,48,1832.17
2019-12-28,Panama,303,4617.18
2019-12-08,Colombia,122,9620.81
2019-12-08,USA,149,9138.98
2019-12-17,Colombia,302,5584.79
2019-12-16,Canada,186,4328.22
2019-12-18,Brazil,229,15030.13
2019-12-12,Colombia,108,4968.99
2019-12-04,Brazil,345,5012.98
2019-12-26,Brazil,248,5761.97
2019-12-21,Panama,306,4485.99
2019-12-23,Panama,54,621.41
2019-12-26,Canada,383,7563.12
2019-12-03,Colombia,109,2592.77
2019-12-03,USA,352,24627.17
2019-12-04,Panama,338,8082.18
2019-12-12,Canada,127,5068.92
2019-12-24,Brazil,164,1919.68
2019-12-30,Colombia,13,1048.39
2019-12-30,Canada,94,6478.84
2019-12-28,Panama,268,5003.28
2019-12-31,Brazil,273,246.87
2019-12-12,Brazil,95,4009.19
2019-12-03,Panama,333,4182.61
2019-12-05,Brazil,157,10369.88
2019-12-28,Brazil,10,249.36
2019-12-11,Panama,384,37086.34
2019-12-28,USA,282,5913.21
2019-12-30,Brazil,368,16115.71
2019-12-04,Brazil,83,3216.55
2019-12-14,Panama,193,12551.04
2019-12-31,Colombia,33,528.84
2019-12-03,Panama,46,701.15
2019-12-03,Colombia,378,9666.89
2019-12-14,Panama,226,17182.08
2019-12-13,Brazil,55,1563.9
2019-12-01,USA,213,8154.35
2019-12-19,Canada,224,3541.95
2019-12-05,Colombia,302,13581.2
2019-12-20,Panama,353,11315.3
2019-12-24,Panama,30,220.79
2019-12-03,USA,237,3668.46
2019-12-26,USA,156,5432.98
2019-12-23,Panama,60,159.42
2019-12-10,Canada,202,14716.43
2019-12-11,Canada,118,3954.83
2019-12-17,Panama,166,9512.41
2019-12-03,Canada,27,859.75
2019-12-03,USA,11,239.96
2019-12-23,Panama,373,17514.41
2019-12-07,Panama,281,4328.19
2019-12-14,Colombia,135,7707.59
2019-12-18,USA,96,2915.22
2019-12-24,Brazil,274,8318.48
2019-12-25,Colombia,31,978.42
2019-12-09,Panama,295,4447.15
2019-12-22,Brazil,198,4150.04
2019-12-23,USA,251,7133.37
2019-12-04,Brazil,44,896.48
2019-12-28,Brazil,125,7871.67
2019-12-31,Panama,24,1480.65
2019-12-24,Brazil,103,3997.16
2019-12-01,Panama,69,583.61
2019-12-21,Brazil,200,2092.24
2019-12-30,USA,388,23986.32
2019-12-12,USA,22,1640.6
2019-12-08,Canada,314,1459.71
2019-12-02,Colombia,31,2174.51
2019-12-12,Panama,77,1121.25
2019-12-21,Canada,188,10179.46
2019-12-18,Brazil,333,7248.56
2019-12-26,Panama,151,6690.81
2019-12-31,USA,367,8517.01
2019-12-09,Brazil,359,18934.16
2019-12-07,Colombia,354,19767.2
2019-12-19,Canada,38,1245.27
2019-12-02,Colombia,179,3376.98
2019-12-01,USA,393,16668.35
2019-12-18,Colombia,161,8928.73
2019-12-16,USA,391,23027.52
2019-12-13,Canada,49,744.72
2019-12-25,USA,188,1339.59
2019-12-23,USA,156,6151.36
2019-12-17,Colombia,366,5664.16
2019-12-08,Panama,354,2860.56
2019-12-04,Panama,317,12311.86
2019-12-03,Colombia,68,1740.72
2019-12-15,USA,257,4583
2019-12-01,Colombia,373,17165.65
2019-12-31,USA,133,4059.4
2019-12-29,Brazil,116,982.04
2019-12-07,Panama,209,375.15
2019-12-20,Brazil,15,139.94
2019-12-08,Colombia,261,18465.61
2019-12-24,Canada,300,4019.36
2019-12-08,Brazil,133,7152.31
2019-12-04,Colombia,161,9300.35
2019-12-28,Panama,196,14135.4
2019-12-24,Colombia,274,25076.36
2019-12-15,Panama,387,6993.17
2019-12-15,Panama,70,1169.41
2019-12-02,Brazil,67,1744.94
2019-12-13,Panama,230,4547.1
2019-12-15,Colombia,243,8390.45
2019-12-10,USA,387,5607.06
2019-12-03,Brazil,385,17176.57
2019-12-16,Panama,334,1892.7
2019-12-20,USA,13,413.02
2019-12-30,Brazil,350,4915.11
2019-12-18,USA,164,14291.13
2019-12-05,Brazil,243,17146.07
2019-12-07,Panama,199,9084.43
2019-12-12,Brazil,211,4459.35
2019-12-15,Brazil,358,13822.01
2019-12-27,Brazil,316,14418.51
2019-12-22,Panama,347,5139.51
2019-12-11,Panama,173,7920.38
2019-12-09,USA,140,1913.15
2019-12-19,Canada,126,4765.75
2019-12-01,USA,36,1049.25
2019-12-30,Panama,101,515.56
2019-12-22,Brazil,169,2243.52
2019-12-01,Canada,334,4674.23
2019-12-08,Panama,12,295.64
2019-12-17,Panama,214,7857.52
2019-12-02,USA,50,732.01
2019-12-28,Brazil,235,8359.83
2019-12-20,Brazil,200,13359.78
2019-12-05,Canada,328,4946.12
2019-12-20,Brazil,306,10931.45
2019-12-07,Colombia,21,141.02
2019-12-09,USA,262,15242.74
2019-12-06,Brazil,343,5192.09
2019-12-21,Panama,111,5749.34
2019-12-24,Colombia,71,967.49
2019-12-01,Brazil,202,13547
2019-12-07,Brazil,348,48.8
2019-12-12,Colombia,214,4647.79
2019-12-02,Panama,259,5190.99
2019-12-31,Colombia,92,2901.8
2019-12-16,Panama,107,6986.07
2019-12-21,Panama,323,9419
2019-12-22,Panama,62,5058.57
2019-12-16,USA,185,2243.23
2019-12-04,Canada,211,13418.43
2019-12-01,Colombia,378,8420.16
2019-12-07,Brazil,175,164.91
2019-12-12,USA,327,7790.71
2019-12-22,Canada,296,10086.17
2019-12-24,Colombia,319,7297.28
2019-12-17,Colombia,189,1285.81
2019-12-03,Canada,117,5257.33
2019-12-11,Panama,253,7698.69
2019-12-06,Canada,188,3833.66
2019-12-22,Canada,247,611.4
2019-12-03,Colombia,219,9463.76
2019-12-11,Panama,243,5334.61
2019-12-11,Panama,349,23908.11
2019-12-29,Panama,196,1639.74
2019-12-23,Canada,54,1602.86
2019-12-21,USA,372,4867.14
2019-12-25,Canada,252,15890.28
2019-12-15,Colombia,247,2229.47
2019-12-03,USA,232,10245.16
2019-12-04,Colombia,256,20692.15
2019-12-16,USA,70,2982.5
2019-12-11,Colombia,231,533.77
2019-12-24,Brazil,246,4402.16
2019-12-25,Colombia,164,1428.65
2019-12-17,Canada,305,5750.02
2019-12-14,Colombia,199,3980.57
2019-12-11,Panama,314,986.05
2019-12-06,Colombia,127,509.13
2019-12-01,Panama,141,8124.6
2019-12-17,Canada,61,298.45
2019-12-16,Brazil,267,14843.88
2019-12-23,Brazil,241,6084.21
2019-12-20,USA,337,10432.79
2019-12-07,USA,324,2518.64
2019-12-08,Colombia,47,187.44
2019-12-05,USA,225,4831.62
2019-12-08,Colombia,105,1335.14
2019-12-30,Colombia,97,2298.81
2019-12-25,USA,86,1413.04
2019-12-06,Brazil,57,831.55
2019-12-01,Panama,12,57.35
2019-12-30,USA,230,10685.34
2019-12-25,Canada,84,3174.84
2019-12-15,Colombia,268,3126.51
2019-12-13,Colombia,121,3014.46
2019-12-14,Colombia,112,1258.3
2019-12-26,Canada,274,10179.03
2019-12-06,Brazil,70,1271.65
2019-12-24,Canada,67,2948.85
2019-12-03,Canada,165,4253.43
2019-12-22,USA,273,1239.48
2019-12-08,USA,54,1565.27
2019-12-29,Brazil,71,2064.18
2019-12-06,Panama,331,13504.36
2019-12-18,USA,363,24127.86
2019-12-05,USA,192,9186.16
2019-12-10,USA,150,8222.67
2019-12-29,Colombia,222,5482.69
2019-12-14,Canada,69,4356.48
2019-12-17,USA,83,2355.44
2019-12-06,Panama,141,6763.45
2019-12-23,USA,139,3424.99
2019-12-23,Canada,131,3107.4
2019-12-31,Colombia,348,29175.07
2019-12-16,Panama,374,1196.25
2019-12-11,Panama,116,1390.92
2019-12-22,Brazil,396,1001.4
2019-12-28,Colombia,226,778.94
2019-12-12,Colombia,12,297.09
2019-12-19,Brazil,361,1466.86
2019-12-06,Colombia,52,384.15
2019-12-11,Canada,126,4778.06
2019-12-30,Panama,124,238.68
2019-12-13,USA,264,6233.23
2019-12-19,Panama,124,4567.27
2019-12-09,Panama,70,2925.6
2019-12-09,USA,191,1135.49
2019-12-06,Colombia,278,5819.7
2019-12-02,USA,35,1544.58
2019-12-04,Brazil,124,1952.47
2019-12-21,Colombia,135,4185.41
2019-12-17,USA,119,2092.27
2019-12-11,Canada,193,7422.46
2019-12-21,Panama,295,3413.51
2019-12-28,Brazil,157,169.48
2019-12-03,Canada,371,13310.69
2019-12-17,Colombia,108,2234.4
2019-12-17,Colombia,293,7457.94
2019-12-27,Panama,101,4977.8
2019-12-10,Colombia,137,3377.03
2019-12-17,Panama,16,109.71
2019-12-17,Colombia,125,2635.58
2019-12-11,USA,371,6474.03
2019-12-24,Brazil,295,8500.76
2019-12-15,USA,189,8616.81
2019-12-27,Panama,222,2793.89
2019-12-16,USA,348,14235.18
2019-12-25,USA,219,3645.66
2019-12-30,Brazil,257,9138.04
2019-12-15,Brazil,177,13615.93
2019-12-07,Brazil,38,828.12
2019-12-04,Brazil,230,2976.33
2019-12-08,Colombia,23,832.13
2019-12-08,Canada,198,4920.96
2019-12-01,Brazil,252,17882.84
2019-12-11,Canada,288,6139.79
2019-12-11,Brazil,244,4216.53
2019-12-30,Colombia,282,9821.31
2019-12-04,Canada,362,362.61
2019-12-21,USA,86,1596.07
2019-12-21,Colombia,45,2061.96
2019-12-12,Canada,175,286.28
2019-12-11,Brazil,248,1961.49
2019-12-27,Colombia,78,1590.57
2019-12-27,Brazil,65,3539.5
2019-12-08,Colombia,399,10325.14
2019-12-05,Canada,62,1132.39
2019-12-31,Panama,375,510.78
2019-12-05,Canada,14,194.97
2019-12-08,Colombia,230,13427.76
2019-12-19,Canada,22,194.35
2019-12-06,USA,147,5928.7
2019-12-18,USA,387,1332.53
2019-12-20,USA,43,2290.83
2019-12-21,Colombia,16,452.56
2019-12-25,Canada,266,18939.24
2019-12-11,Panama,167,8933.59
2019-12-31,USA,248,8459.74
2019-12-12,USA,146,2830.09
2019-12-01,Panama,292,10022.52
2019-12-29,Brazil,391,14139.33
2019-12-24,Brazil,153,4055.58
2019-12-02,USA,243,8132.91
2019-12-16,USA,158,6392.97
2019-12-31,Panama,139,6302.35
2019-12-06,Panama,176,6616.34
2019-12-16,USA,59,2518.98
2019-12-22,Canada,28,963.35
2019-12-01,Panama,269,13683.15
2019-12-19,Colombia,171,2800.62
2019-12-01,USA,254,17139.57
2019-12-09,Canada,36,1171.06
2019-12-21,Brazil,78,4922.7
2019-12-14,Colombia,282,7471.83
2019-12-02,Colombia,214,10355.93
2019-12-27,Canada,279,11288.76
2019-12-01,Colombia,87,1117.74
2019-12-13,Panama,167,9319.12
2019-12-23,Colombia,373,11220.89
2019-12-03,USA,38,2212.73
2019-12-04,USA,133,1058.69
2019-12-01,Brazil,269,10877.76
2019-12-25,Colombia,90,1491.29
2019-12-19,Canada,50,1616.2
2019-12-25,Brazil,150,771.47
2019-12-04,USA,53,1878.72
2019-12-07,Panama,339,24222.7
2019-12-02,Canada,62,240.46
2019-12-21,Panama,166,3692.97
2019-12-17,Colombia,102,7205.59
2019-12-08,Canada,144,5737.33
2019-12-12,Colombia,105,2208.93
2019-12-24,Brazil,246,4723.29
2019-12-26,Canada,296,12167.03
2019-12-28,Brazil,229,1483.91
2019-12-23,Canada,68,4203.43
2019-12-25,Brazil,329,10932.2
2019-12-06,Brazil,28,78.27
2019-12-02,USA,106,5842.94
2019-12-15,USA,121,4227.37
2019-12-03,Canada,287,11350.49
2019-12-13,Colombia,174,1597.39
2019-12-10,Canada,321,19709.48
2019-12-25,Colombia,285,5632.82
2019-12-12,USA,206,3651.77
2019-12-30,Panama,228,4879.24
2019-12-10,Panama,356,2913.48
2019-12-27,Panama,278,1888.17
2019-12-19,USA,357,4267.86
2019-12-26,Colombia,35,477.21
2019-12-22,Brazil,235,8796.72
2019-12-16,Panama,145,7786.64
2019-12-21,Colombia,69,428.4
2019-12-21,Panama,329,7779.39
2019-12-29,Panama,13,489.89
2019-12-11,Panama,327,11374.16
2019-12-11,Panama,223,200.44
2019-12-30,Canada,102,6423.85
2019-12-06,USA,122,6349.74
2019-12-30,Panama,114,5475.91
2019-12-14,Colombia,148,2711.21
2019-12-15,Colombia,332,1357.59
2019-12-07,Colombia,353,9035.12
2019-12-08,Brazil,191,1936.3
2019-12-12,Panama,346,9627.65
2019-12-14,Colombia,281,5137.54
2019-12-05,Panama,54,265.62
2019-12-28,Panama,169,12047.74
2019-12-10,Canada,98,2468.59
2019-12-24,Colombia,101,3140.88
2019-12-31,Panama,234,726.31
2019-12-22,USA,320,15961.01
2019-12-24,Canada,285,8152.74
2019-12-20,USA,331,20818.31
2019-12-25,Panama,315,13639.09
2019-12-03,Panama,263,4423.61
2019-12-22,USA,162,4834.2
2019-12-20,USA,183,1143.76
2019-12-10,Brazil,216,9489.3
2019-12-29,Colombia,157,1165.25
2019-12-23,USA,383,6116.55
2019-12-27,Canada,285,4170.19
2019-12-10,Brazil,53,3797.03
2019-12-21,Brazil,283,18573.97
2019-12-13,Panama,251,7493.58
2019-12-18,Canada,375,5110.16
2019-12-26,Canada,314,7184.35
2019-12-19,Canada,298,8888.02
2019-12-21,USA,399,11441.53
2019-12-29,Brazil,112,7851.27
2019-12-22,Panama,344,10492.23
2019-12-21,Canada,318,16219.43
2019-12-09,Colombia,373,17671.91
2019-12-04,Colombia,228,2726.53
2019-12-12,USA,345,19107.06
2019-12-10,USA,262,4296.42
2019-12-12,USA,164,886.24
2019-12-04,Brazil,56,3374.69
2019-12-26,Canada,193,4465.58
2019-12-29,Panama,181,3380.64
2019-12-01,Colombia,332,18356.43
2019-12-21,Colombia,67,1778.7
2019-12-07,Colombia,67,579.81
2019-12-23,USA,91,2436.47
2019-12-22,USA,255,7083.23
2019-12-29,Brazil,80,832.24
2019-12-03,Colombia,170,9905.12
2019-12-06,USA,280,4247.2
2019-12-27,USA,68,3855.91
2019-12-31,USA,318,2119.67
2019-12-20,Colombia,225,2251.57
2019-12-28,Brazil,303,3477.6
2019-12-30,Brazil,315,23366.67
2019-12-23,USA,261,8581.1
2019-12-16,Canada,19,23.83
2019-12-05,Panama,56,1494.31
2019-12-31,Colombia,120,2293.95
2019-12-06,Brazil,318,27705.14
2019-12-13,USA,371,3167.43
2019-12-25,Canada,261,9200.27
2019-12-02,USA,255,13726.92
2019-12-29,Brazil,86,1003.56
2019-12-19,Canada,350,17944.58
2019-12-31,USA,117,1709.86
2019-12-24,Brazil,121,795.48
2019-12-04,USA,22,438.83
2019-12-11,Panama,227,765.53
2019-12-17,USA,217,6571.2
2019-12-16,Colombia,214,2554.41
2019-12-27,Brazil,164,6186.99
2019-12-22,Colombia,170,1750.32
2019-12-21,Panama,12,184.24
2019-12-19,USA,101,473.6
2019-12-11,Colombia,33,757.14
2019-12-23,Panama,44,217.26
2019-12-24,Colombia,107,4216.5
2019-12-20,Panama,124,4085.01
2019-12-25,Panama,328,15823.19
2019-12-04,Canada,149,4923.47
2019-12-16,Brazil,19,436.52
2019-12-16,Canada,353,4551.13
2019-12-05,Canada,164,4379.25
2019-12-16,Brazil,15,279.8
2019-12-29,USA,37,1089.98
2019-12-29,Panama,218,4362.68
2019-12-13,USA,354,6747.06
2019-12-23,Panama,187,8205.03
2019-12-25,Canada,227,9021.55
2019-12-06,Colombia,258,9468.62
2019-12-06,Brazil,171,301.32
2019-12-03,USA,83,5718.19
2019-12-16,Canada,206,7900.82
2019-12-22,Panama,39,2576.14
2019-12-19,Panama,72,2483.23
2019-12-31,Canada,387,5987.93
2019-12-04,USA,341,8785.42
2019-12-22,Canada,138,891.33
2019-12-02,Canada,49,1189.42
2019-12-20,Brazil,261,6751.69
2019-12-04,Canada,361,13781.96
2019-12-16,Panama,400,17105.95
2019-12-10,Brazil,51,689.61
2019-12-05,Panama,115,190.14
2019-12-19,Colombia,374,7287.82
2019-12-01,Brazil,363,29627.59
2019-12-30,USA,221,8585.5
2019-12-25,Brazil,364,23096.41
2019-12-23,Panama,60,1936.44
2019-12-26,Panama,82,346.4
2019-12-15,USA,12,43.44
2019-12-26,Canada,14,360.06
2019-12-25,Colombia,316,9114.12
2019-12-18,Canada,328,10073.41
2019-12-30,Colombia,40,478.13
2019-12-08,Colombia,220,16944.22
2019-12-18,USA,235,4321.07
2019-12-19,USA,208,12452.51
2019-12-11,Panama,244,18459.89
2019-12-20,Brazil,263,308.81
2019-12-28,Canada,252,10623.96
2019-12-03,Colombia,117,7243.27
2019-12-25,USA,400,1044.5
2019-12-26,Brazil,159,7432
2019-12-29,Colombia,302,6481.72
2019-12-08,USA,45,647.35
2019-12-21,Canada,336,3526.7
2019-12-20,USA,356,1832.83
2019-12-30,Colombia,237,3072.4
2019-12-23,Canada,73,4399.91
2019-12-02,Panama,43,4062.42
2019-12-26,Panama,124,2136.64
2019-12-28,Panama,69,5056.05
2019-12-10,USA,56,431.58
2019-12-02,Colombia,341,12530.22
2019-12-27,Colombia,47,23.43
2019-12-12,Colombia,132,5082.76
2019-12-05,Panama,310,4259.32
2019-12-25,USA,74,1623.51
2019-12-27,Panama,245,17529.74
2019-12-09,Colombia,59,1479.02
2019-12-01,Canada,108,1253.31
2019-12-12,USA,92,2237.8
2019-12-03,Panama,61,4618.72
2019-12-08,Canada,28,1664.42
2019-12-29,Canada,271,45.46
2019-12-21,Colombia,389,1948.21
2019-12-29,Brazil,45,1195.63
2019-12-05,Colombia,184,4638.66
2019-12-06,Canada,223,1977.44
2019-12-18,Canada,111,2313.23
2019-12-28,Canada,248,8454.85
2019-12-08,Brazil,153,9315.3
2019-12-17,Brazil,281,24091.25
2019-12-13,Colombia,237,4916.08
2019-12-29,Panama,355,8232.07
2019-12-04,Colombia,371,6519.43
2019-12-09,Brazil,131,3361.68
2019-12-06,Colombia,309,21119.3
2019-12-07,Panama,61,1695.94
2019-12-31,Canada,118,4264.2
2019-12-31,Panama,169,10120.44
2019-12-16,Brazil,150,4257.56
2019-12-02,Colombia,119,2224.6
2019-12-30,Panama,123,1227.04
2019-12-22,Panama,176,7657.84
2019-12-30,Brazil,272,11123.94
2019-12-08,Colombia,204,6640.5
2019-12-25,Brazil,223,12852.46
2019-12-01,Canada,222,1986.87
2019-12-17,USA,63,960.43
2019-12-11,Canada,246,3081.67
2019-12-21,Panama,98,629.89
2019-12-10,Canada,89,715.52
2019-12-22,Canada,388,4075.82
2019-12-26,Brazil,260,5331.63
2019-12-28,Brazil,295,15320.77
2019-12-17,USA,330,6670.7
2019-12-16,USA,387,17593.17
2019-12-13,Colombia,249,7333.54
2019-12-11,USA,191,5350.19
2019-12-31,Colombia,94,2881.24
2019-12-23,Panama,370,6767.66
2019-12-28,Brazil,32,1359.3
2019-12-29,USA,117,2311.27
2019-12-27,USA,192,4024.8
2019-12-22,USA,104,618.48
2019-12-08,Colombia,393,4779.39
2019-12-02,USA,190,17219.51
2019-12-12,USA,69,1589.18
2019-12-22,Brazil,327,359.97
2019-12-31,Colombia,176,593.1
2019-12-07,USA,320,19247.26
2019-12-21,Canada,379,34424.44
2019-12-30,USA,178,677.64
2019-12-06,Panama,64,1636.64
2019-12-01,Colombia,183,2181.35
2019-12-24,USA,280,4539.47
2019-12-11,Canada,118,6923.29
2019-12-06,Colombia,275,7433.37
2019-12-08,Canada,306,1705.36
2019-12-27,USA,88,2999.87
2019-12-09,Brazil,17,86.65
2019-12-03,Colombia,48,1139.96
2019-12-26,Brazil,126,2710.16
2019-12-05,Brazil,279,9140.52
2019-12-11,Panama,99,3984.9
2019-12-31,Brazil,216,3158.1
2019-12-02,Brazil,185,10339.1
2019-12-24,USA,385,6595.05
2019-12-01,Colombia,49,1454.68
2019-12-21,Canada,58,2362.58
2019-12-26,USA,242,14181.08
2019-12-29,USA,228,6002.63
2019-12-08,Brazil,23,797.56
2019-12-18,Colombia,388,8099.76
2019-12-31,Canada,120,8.68
2019-12-01,Canada,287,10504.43
2019-12-11,Panama,154,4711.97
2019-12-13,Canada,201,1407.42
2019-12-06,Panama,264,13801.3
2019-12-22,USA,130,3326.62
2019-12-03,USA,383,15604.71
2019-12-15,Canada,157,1371.81
2019-12-01,Brazil,307,24698.39
2019-12-04,USA,196,7100.79
2019-12-04,Brazil,107,5267.89
2019-12-12,Colombia,86,275.47
2019-12-26,Brazil,144,11480.66
2019-12-27,USA,364,8884.7
2019-12-23,Panama,29,820.58
2019-12-30,Colombia,42,2386.7
2019-12-12,USA,192,616.96
2019-12-07,Panama,102,3816.88
2019-12-09,Panama,229,7267.3
2019-12-17,Brazil,395,470.7
2019-12-26,Panama,59,3936.69
2019-12-23,Panama,308,5733.32
2019-12-22,Panama,392,12258.72
2019-12-19,USA,18,152.59
2019-12-16,Canada,222,9601.72
2019-12-18,USA,217,14029.26
2019-12-23,Brazil,48,1434.52
2019-12-20,Brazil,21,10.32
2019-12-12,USA,107,7021.74
2019-12-02,Canada,391,8012.41
2019-12-22,Colombia,351,12722.72
2019-12-25,Panama,236,657.28
2019-12-10,Panama,101,4660.32
2019-12-18,Brazil,147,812.91
2019-12-01,Colombia,130,2857.97
2019-12-04,Colombia,181,15339.45
2019-12-29,Colombia,218,7920.82
2019-12-18,USA,362,7057.3
2019-12-26,Panama,183,4290.05
2019-12-07,Panama,227,18502.25
2019-12-21,Canada,34,626.61
2019-12-06,Panama,227,7574.91
2019-12-13,Colombia,379,17172.48
2019-12-07,USA,344,4941.02
2019-12-13,USA,311,17532.54
2019-12-31,Canada,73,1856.66
2019-12-15,USA,87,3388.83
2019-12-19,USA,134,2377.45
2019-12-02,Brazil,75,2234.11
2019-12-15,Canada,301,1595.4
2019-12-30,Brazil,84,1710.32
2019-12-23,Colombia,201,1162.97
2019-12-06,USA,39,1130.16
2019-12-03,Brazil,369,20987.53
2019-12-30,Brazil,101,81.56
2019-12-26,USA,90,5927.76
2019-12-21,Panama,68,5509.38
2019-12-26,Panama,386,4926.37
2019-12-18,Canada,244,15756.89
2019-12-05,Brazil,10,228.37
2019-12-07,USA,152,689.64
2019-12-26,USA,116,6918.88
2019-12-02,Brazil,104,905.62
2019-12-25,USA,123,5438.89
2019-12-25,Colombia,371,1625.99
2019-12-27,Brazil,13,579.13
2019-12-16,Colombia,250,6519.24
2019-12-18,USA,319,19058.42
2019-12-09,Panama,367,3048.23
2019-12-16,USA,244,5438.62
2019-12-21,Brazil,197,1226.03
2019-12-17,Panama,318,8759.27
2019-12-03,Brazil,280,4606.99
2019-12-01,Panama,172,733.59
2019-12-08,Brazil,328,10537.06
2019-12-20,Panama,62,2536.96
2019-12-03,Canada,290,405.49
2019-12-31,Brazil,246,4371.06
2019-12-01,Canada,79,2842.29
2019-12-24,Colombia,370,7661.96
2019-12-15,Brazil,127,778.63
2019-12-24,USA,124,3778.39
2019-12-12,Panama,131,6773.36
2019-12-22,Canada,180,4068.79
2019-12-21,Panama,52,897.73
2019-12-23,Panama,248,13607.98
2019-12-05,USA,295,6748.61
2019-12-14,USA,205,10951.2
2019-12-07,Brazil,78,1488.29
2019-12-07,USA,288,14920.64
2019-12-26,Panama,72,2745.8
2019-12-28,Colombia,239,4621.07
2019-12-19,Colombia,165,7614.78
2019-12-23,Colombia,154,11220.79
2019-12-19,Canada,351,4186.31
2019-12-12,Colombia,391,10959.38
2019-12-14,Canada,268,1443.17
2019-12-22,Canada,87,1400.15
2019-12-24,Colombia,380,13944.25
2019-12-15,Colombia,30,740
2019-12-20,Panama,201,2845.15
2019-12-06,Brazil,270,5213.94
2019-12-21,Panama,316,1138.99
2019-12-06,Panama,347,672.75
2019-12-28,USA,370,10810.83
2019-12-07,USA,151,667.12
2019-12-04,Canada,28,900.12
2019-12-05,Colombia,272,1348.58
2019-12-26,Colombia,57,4849.52
2019-12-22,Brazil,155,6079.35
2019-12-20,Colombia,233,8327.3
2019-12-24,Panama,103,114.62
2019-12-10,Panama,227,1304.8
2019-12-31,Panama,199,2907.69
2019-12-26,USA,363,4776.43
2019-12-02,USA,90,305.1
2019-12-28,Panama,164,6722.59
2019-12-23,Brazil,109,3990.01
2019-12-06,USA,215,4826.63
2019-12-05,Canada,367,10463.56
2019-12-27,USA,191,2813.52
2019-12-30,Brazil,241,5376.34
2019-12-12,Panama,34,437.02
2019-12-27,Panama,103,6619.23
2019-12-20,Colombia,259,9362
2019-12-18,Colombia,196,17086.57
2019-12-24,Brazil,375,7931.85
2019-12-15,USA,360,12955.93
2019-12-30,Panama,257,7408.77
2019-12-29,Canada,117,2737.5
2019-12-18,Panama,104,7634.04
2019-12-01,Colombia,82,2420.51
2019-12-25,Brazil,335,5205.11
